metric,count,mean,std,min,p10,p25,p50_median,p75,p90,max,recommended_tier1,recommended_tier2,recommended,reason,warnings_count,warnings
percentile,105,1.7626175377762998,10.224959589654405,-14.707778885046018,-8.880558105062661,-4.926866820631259,-0.09887936717205385,6.7355186349348894,11.550532713706312,38.039193602883195,,,0,中位数0且p75<10固定止盈将系统性恶化收益,2,警告中位数=-0.10%0超过50%持仓周期亏损不适合设置一档止盈; 警告75%分位=6.74%<10%二档止盈触发概率过低<25%
