symbol,entry_date,entry_price,base_pct,t_return,hold_return,alpha,trades
688699.SH,2024-12-05,37.69,30,250.72,15.28,235.43,54
688699.SH,2024-12-05,37.69,50,233.79,15.28,218.51,48
688699.SH,2024-12-05,37.69,70,199.29,15.28,184.0,38
600966.SH,2024-12-05,5.41,30,156.9,8.13,148.76,35
600966.SH,2024-12-05,5.41,50,157.7,8.13,149.57,33
600966.SH,2024-12-05,5.41,70,138.95,8.13,130.82,28
300602.SZ,2024-12-05,21.17,30,279.49,34.96,244.54,44
300602.SZ,2024-12-05,21.17,50,238.03,34.96,203.07,36
300602.SZ,2024-12-05,21.17,70,198.65,34.96,163.69,28
301335.SZ,2024-11-21,20.96,30,269.43,33.87,235.56,36
301335.SZ,2024-11-21,20.96,50,242.46,33.87,208.59,32
301335.SZ,2024-11-21,20.96,70,194.37,33.87,160.49,24
300153.SZ,2024-12-05,8.4,30,1122.51,244.64,877.87,46
300153.SZ,2024-12-05,8.4,50,1054.61,244.64,809.96,42
300153.SZ,2024-12-05,8.4,70,810.92,244.64,566.28,30
002719.SZ,2024-12-05,9.05,30,298.61,-4.2,302.81,61
002719.SZ,2024-12-05,9.05,50,286.11,-4.2,290.31,58
002719.SZ,2024-12-05,9.05,70,224.22,-4.2,228.42,46
603488.SH,2024-12-05,9.36,30,154.41,-21.9,176.31,40
603488.SH,2024-12-05,9.36,50,154.41,-21.9,176.31,40
603488.SH,2024-12-05,9.36,70,98.32,-21.9,120.22,28
002048.SZ,2024-12-05,12.5,30,410.06,120.24,289.82,40
002048.SZ,2024-12-05,12.5,50,381.37,120.24,261.13,36
002048.SZ,2024-12-05,12.5,70,327.84,120.24,207.6,28
301182.SZ,2024-12-05,35.3,30,249.99,5.5,244.5,47
301182.SZ,2024-12-05,35.3,50,227.79,5.5,222.29,43
301182.SZ,2024-12-05,35.3,70,197.19,5.5,191.69,37
300702.SZ,2024-12-05,17.09,30,281.14,37.98,243.17,38
300702.SZ,2024-12-05,17.09,50,259.54,37.98,221.57,34
300702.SZ,2024-12-05,17.09,70,239.08,37.98,201.1,30
301235.SZ,2024-12-05,21.77,30,250.08,51.26,198.82,39
301235.SZ,2024-12-05,21.77,50,230.97,51.26,179.71,35
301235.SZ,2024-12-05,21.77,70,212.64,51.26,161.38,31
300053.SZ,2024-12-05,15.37,30,182.14,9.24,172.9,49
300053.SZ,2024-12-05,15.37,50,146.21,9.24,136.97,39
300053.SZ,2024-12-05,15.37,70,114.47,9.24,105.23,29
688799.SH,2024-12-05,28.65,30,392.6,62.55,330.05,45
688799.SH,2024-12-05,28.65,50,369.83,62.55,307.28,41
688799.SH,2024-12-05,28.65,70,283.14,62.55,220.59,31
600866.SH,2024-12-05,6.37,30,208.08,4.4,203.68,38
600866.SH,2024-12-05,6.37,50,187.58,4.4,183.19,34
600866.SH,2024-12-05,6.37,70,167.64,4.4,163.25,30
301082.SZ,2024-12-05,16.64,30,264.07,8.23,255.84,47
301082.SZ,2024-12-05,16.64,50,264.07,8.23,255.84,47
301082.SZ,2024-12-05,16.64,70,219.19,8.23,210.95,39
002148.SZ,2024-12-05,6.54,30,290.59,25.54,265.05,44
002148.SZ,2024-12-05,6.54,50,233.9,25.54,208.37,36
002148.SZ,2024-12-05,6.54,70,189.57,25.54,164.03,28
603588.SH,2024-12-05,5.3,30,257.56,25.85,231.71,40
603588.SH,2024-12-05,5.3,50,233.24,25.85,207.39,36
603588.SH,2024-12-05,5.3,70,186.11,25.85,160.26,28
300817.SZ,2024-12-05,15.48,30,276.16,17.51,258.65,38
300817.SZ,2024-12-05,15.48,50,254.15,17.51,236.64,34
300817.SZ,2024-12-05,15.48,70,235.14,17.51,217.64,30
601515.SH,2024-12-03,4.16,30,230.17,-1.44,231.61,48
601515.SH,2024-12-03,4.16,50,191.42,-1.44,192.86,40
601515.SH,2024-12-03,4.16,70,142.0,-1.44,143.44,30
600022.SH,2024-12-05,1.64,30,138.03,-10.37,148.39,34
600022.SH,2024-12-05,1.64,50,136.33,-10.37,146.69,32
600022.SH,2024-12-05,1.64,70,108.05,-10.37,118.42,26
600773.SH,2024-12-05,12.23,30,195.66,-1.47,197.13,44
600773.SH,2024-12-05,12.23,50,167.03,-1.47,168.5,38
600773.SH,2024-12-05,12.23,70,130.2,-1.47,131.68,30
600295.SH,2024-12-05,9.1,30,182.59,24.95,157.64,34
600295.SH,2024-12-05,9.1,50,171.82,24.95,146.87,30
600295.SH,2024-12-05,9.1,70,138.11,24.95,113.17,23
600673.SH,2024-12-05,8.92,30,383.31,144.06,239.25,35
600673.SH,2024-12-05,8.92,50,357.26,144.06,213.2,31
600673.SH,2024-12-05,8.92,70,333.06,144.06,189.01,27
300917.SZ,2024-12-05,60.9,30,168.98,-35.04,204.02,54
300917.SZ,2024-12-05,60.9,50,144.67,-35.04,179.71,48
300917.SZ,2024-12-05,60.9,70,95.37,-35.04,130.42,35
600395.SH,2024-12-05,5.31,30,46.26,-13.75,60.01,16
600395.SH,2024-12-05,5.31,50,44.16,-13.75,57.91,14
600395.SH,2024-12-05,5.31,70,42.53,-13.75,56.28,12
000533.SZ,2024-12-05,4.59,30,574.75,84.31,490.43,62
000533.SZ,2024-12-05,4.59,50,522.96,84.31,438.65,56
000533.SZ,2024-12-05,4.59,70,368.62,84.31,284.31,38
603113.SH,2024-12-05,5.88,30,229.76,1.36,228.4,45
603113.SH,2024-12-05,5.88,50,209.84,1.36,208.48,41
603113.SH,2024-12-05,5.88,70,178.99,1.36,177.63,34
002282.SZ,2024-12-05,7.34,30,194.08,-3.81,197.9,38
002282.SZ,2024-12-05,7.34,50,194.08,-3.81,197.9,38
002282.SZ,2024-12-05,7.34,70,161.39,-3.81,165.2,32
301348.SZ,2024-12-05,23.32,30,175.14,-16.85,192.0,42
301348.SZ,2024-12-05,23.32,50,156.25,-16.85,173.1,38
301348.SZ,2024-12-05,23.32,70,119.25,-16.85,136.1,30
301419.SZ,2024-12-05,28.75,30,222.41,10.3,212.11,45
301419.SZ,2024-12-05,28.75,50,184.29,10.3,173.99,37
301419.SZ,2024-12-05,28.75,70,148.5,10.3,138.2,29
688302.SH,2024-12-05,35.23,30,332.91,44.62,288.28,49
688302.SH,2024-12-05,35.23,50,313.93,44.62,269.3,45
688302.SH,2024-12-05,35.23,70,245.48,44.62,200.86,33
002035.SZ,2024-12-05,7.46,30,65.4,-18.9,84.3,18
002035.SZ,2024-12-05,7.46,50,65.4,-18.9,84.3,18
002035.SZ,2024-12-05,7.46,70,55.71,-18.9,74.61,16
300399.SZ,2024-12-05,28.88,30,119.26,-16.72,135.98,29
300399.SZ,2024-12-05,28.88,50,109.87,-16.72,126.6,27
300399.SZ,2024-12-05,28.88,70,91.49,-16.72,108.21,23
301248.SZ,2024-12-05,17.81,30,341.13,59.29,281.83,47
301248.SZ,2024-12-05,17.81,50,315.02,59.29,255.73,43
301248.SZ,2024-12-05,17.81,70,275.35,59.29,216.06,35
301519.SZ,2024-12-05,14.07,30,179.27,-9.1,188.37,38
301519.SZ,2024-12-05,14.07,50,168.76,-9.1,177.86,36
301519.SZ,2024-12-05,14.07,70,138.19,-9.1,147.28,30
603013.SH,2024-12-05,15.73,30,311.42,34.14,277.28,48
603013.SH,2024-12-05,15.73,50,276.59,34.14,242.45,42
603013.SH,2024-12-05,15.73,70,222.56,34.14,188.42,32
002382.SZ,2024-12-05,5.68,30,162.55,-2.99,165.55,35
002382.SZ,2024-12-05,5.68,50,141.1,-2.99,144.1,31
002382.SZ,2024-12-05,5.68,70,111.38,-2.99,114.37,25
300299.SZ,2024-12-05,6.59,30,229.62,7.59,222.03,47
300299.SZ,2024-12-05,6.59,50,203.17,7.59,195.59,42
300299.SZ,2024-12-05,6.59,70,152.12,7.59,144.53,30
002664.SZ,2024-12-05,13.97,30,429.76,51.32,378.44,54
002664.SZ,2024-12-05,13.97,50,340.39,51.32,289.06,42
002664.SZ,2024-12-05,13.97,70,259.57,51.32,208.25,30
688202.SH,2024-12-05,36.01,30,311.98,59.34,252.64,44
688202.SH,2024-12-05,36.01,50,282.34,59.34,223.0,38
688202.SH,2024-12-05,36.01,70,243.72,59.34,184.38,30
688553.SH,2024-12-05,16.39,30,228.36,9.64,218.72,42
688553.SH,2024-12-05,16.39,50,208.6,9.64,198.96,38
688553.SH,2024-12-05,16.39,70,170.67,9.64,161.03,30
002135.SZ,2024-12-05,5.09,30,150.88,-13.95,164.82,39
002135.SZ,2024-12-05,5.09,50,140.81,-13.95,154.76,36
002135.SZ,2024-12-05,5.09,70,105.38,-13.95,119.33,28
601568.SH,2024-12-05,4.39,30,43.26,-16.63,59.89,15
601568.SH,2024-12-05,4.39,50,41.63,-16.63,58.25,14
601568.SH,2024-12-05,4.39,70,38.99,-16.63,55.62,12
002971.SZ,2024-12-05,21.91,30,276.51,36.28,240.23,46
002971.SZ,2024-12-05,21.91,50,257.52,36.28,221.24,42
002971.SZ,2024-12-05,21.91,70,213.91,36.28,177.63,34
601339.SH,2024-12-05,5.15,30,131.43,4.27,127.16,30
601339.SH,2024-12-05,5.15,50,131.42,4.27,127.15,28
601339.SH,2024-12-05,5.15,70,131.9,4.27,127.63,26
002871.SZ,2024-12-05,9.83,30,283.17,55.04,228.14,46
002871.SZ,2024-12-05,9.83,50,263.67,55.04,208.63,42
002871.SZ,2024-12-05,9.83,70,211.77,55.04,156.73,31
002912.SZ,2024-12-05,29.01,30,178.68,-3.38,182.06,40
002912.SZ,2024-12-05,29.01,50,167.23,-3.38,170.6,36
002912.SZ,2024-12-05,29.01,70,128.36,-3.38,131.74,28
300809.SZ,2024-12-05,29.61,30,377.54,10.4,367.14,54
300809.SZ,2024-12-05,29.61,50,315.66,10.4,305.26,46
300809.SZ,2024-12-05,29.61,70,247.68,10.4,237.27,36
002812.SZ,2024-11-21,39.72,30,171.78,18.15,153.63,41
002812.SZ,2024-11-21,39.72,50,162.42,18.15,144.26,35
002812.SZ,2024-11-21,39.72,70,130.01,18.15,111.86,26
300909.SZ,2024-12-05,27.97,30,195.49,51.98,143.5,38
300909.SZ,2024-12-05,27.97,50,187.52,51.98,135.54,32
300909.SZ,2024-12-05,27.97,70,181.71,51.98,129.73,26
688361.SH,2024-12-05,96.12,30,242.78,54.02,188.77,51
688361.SH,2024-12-05,96.12,50,244.69,54.02,190.68,47
688361.SH,2024-12-05,96.12,70,225.42,54.02,171.4,39
002707.SZ,2024-12-05,7.54,30,241.64,-7.82,249.46,48
002707.SZ,2024-12-05,7.54,50,221.03,-7.82,228.85,44
002707.SZ,2024-12-05,7.54,70,178.74,-7.82,186.56,36
002056.SZ,2024-12-05,12.88,30,200.48,45.96,154.52,29
002056.SZ,2024-12-05,12.88,50,191.57,45.96,145.61,26
002056.SZ,2024-12-05,12.88,70,169.08,45.96,123.12,22
603496.SH,2024-11-22,25.07,30,310.96,1.83,309.12,54
603496.SH,2024-11-22,25.07,50,272.31,1.83,270.47,48
603496.SH,2024-11-22,25.07,70,211.14,1.83,209.3,38
603170.SH,2024-12-05,15.43,30,156.39,-3.43,159.82,37
603170.SH,2024-12-05,15.43,50,138.04,-3.43,141.48,33
603170.SH,2024-12-05,15.43,70,102.58,-3.43,106.01,25
688687.SH,2024-12-05,25.87,30,184.68,-6.34,191.02,38
688687.SH,2024-12-05,25.87,50,163.98,-6.34,170.32,34
688687.SH,2024-12-05,25.87,70,145.66,-6.34,152.0,30
002607.SZ,2024-12-05,3.69,30,135.39,-26.83,162.22,40
002607.SZ,2024-12-05,3.69,50,135.39,-26.83,162.22,40
002607.SZ,2024-12-05,3.69,70,116.29,-26.83,143.12,36
688261.SH,2024-12-05,47.54,30,231.17,33.95,197.22,38
688261.SH,2024-12-05,47.54,50,199.37,33.95,165.42,32
688261.SH,2024-12-05,47.54,70,161.25,33.95,127.3,24
688530.SH,2024-12-05,20.83,30,108.2,-25.59,133.79,32
688530.SH,2024-12-05,20.83,50,91.95,-25.59,117.54,28
688530.SH,2024-12-05,20.83,70,76.47,-25.59,102.06,24
603596.SH,2024-12-05,43.95,30,350.4,8.35,342.05,58
603596.SH,2024-12-05,43.95,50,299.34,8.35,290.99,50
603596.SH,2024-12-05,43.95,70,249.16,8.35,240.81,42
002156.SZ,2024-12-05,30.49,30,165.36,16.3,149.06,33
002156.SZ,2024-12-05,30.49,50,127.25,16.3,110.95,25
002156.SZ,2024-12-05,30.49,70,90.46,16.3,74.16,17
603070.SH,2024-12-05,12.39,30,270.35,-0.65,270.99,48
603070.SH,2024-12-05,12.39,50,247.99,-0.65,248.63,44
603070.SH,2024-12-05,12.39,70,200.02,-0.65,200.67,36
688787.SH,2024-12-05,88.65,30,309.48,14.1,295.38,46
688787.SH,2024-12-05,88.65,50,282.56,14.1,268.46,42
688787.SH,2024-12-05,88.65,70,245.07,14.1,230.97,36
603721.SH,2024-12-04,29.5,30,102.32,-41.69,144.01,36
603721.SH,2024-12-04,29.5,50,66.64,-41.69,108.33,28
603721.SH,2024-12-04,29.5,70,32.9,-41.69,74.59,20
000301.SZ,2024-12-05,9.37,30,248.59,6.08,242.5,52
000301.SZ,2024-12-05,9.37,50,219.38,6.08,213.29,45
000301.SZ,2024-12-05,9.37,70,150.63,6.08,144.54,31
600710.SH,2024-12-05,8.58,30,202.78,23.08,179.71,35
600710.SH,2024-12-05,8.58,50,205.64,23.08,182.56,33
600710.SH,2024-12-05,8.58,70,170.81,23.08,147.73,26
000550.SZ,2024-12-05,24.23,30,74.02,-23.77,97.79,22
000550.SZ,2024-12-05,24.23,50,74.02,-23.77,97.79,22
000550.SZ,2024-12-05,24.23,70,65.34,-23.77,89.11,20
600141.SH,2024-12-05,21.69,30,237.94,46.2,191.74,39
600141.SH,2024-12-05,21.69,50,247.5,46.2,201.31,37
600141.SH,2024-12-05,21.69,70,208.77,46.2,162.57,28
603949.SH,2024-12-05,14.33,30,207.82,25.68,182.13,30
603949.SH,2024-12-05,14.33,50,185.89,25.68,160.21,26
603949.SH,2024-12-05,14.33,70,135.23,25.68,109.55,18
600610.SH,2024-12-05,5.68,30,440.25,68.66,371.59,44
600610.SH,2024-12-05,5.68,50,406.19,68.66,337.52,40
600610.SH,2024-12-05,5.68,70,381.74,68.66,313.08,36
300387.SZ,2024-12-05,8.91,30,218.19,-7.3,225.49,44
300387.SZ,2024-12-05,8.91,50,186.05,-7.3,193.35,38
300387.SZ,2024-12-05,8.91,70,133.36,-7.3,140.66,28
600905.SH,2024-12-05,4.49,30,3.66,-8.91,12.57,8
600905.SH,2024-12-05,4.49,50,2.56,-8.91,11.47,6
600905.SH,2024-12-05,4.49,70,1.43,-8.91,10.34,4
301356.SZ,2024-12-05,18.01,30,200.19,13.77,186.42,36
301356.SZ,2024-12-05,18.01,50,178.87,13.77,165.1,32
301356.SZ,2024-12-05,18.01,70,158.12,13.77,144.35,28
300661.SZ,2024-12-05,69.64,30,268.7,-7.29,275.99,50
300661.SZ,2024-12-05,69.64,50,247.11,-7.29,254.4,46
300661.SZ,2024-12-05,69.64,70,191.6,-7.29,198.9,36
300130.SZ,2024-12-05,24.3,30,223.73,-0.62,224.34,44
300130.SZ,2024-12-05,24.3,50,204.47,-0.62,205.08,40
300130.SZ,2024-12-05,24.3,70,166.65,-0.62,167.27,32
300287.SZ,2024-12-05,5.45,30,229.62,-12.11,241.73,44
300287.SZ,2024-12-05,5.45,50,202.06,-12.11,214.17,40
300287.SZ,2024-12-05,5.45,70,144.91,-12.11,157.02,30
301256.SZ,2024-12-05,8.7,30,285.43,74.02,211.41,44
301256.SZ,2024-12-05,8.7,50,262.77,74.02,188.74,38
301256.SZ,2024-12-05,8.7,70,248.25,74.02,174.23,32
300761.SZ,2024-12-05,20.41,30,145.69,-1.91,147.6,30
300761.SZ,2024-12-05,20.41,50,126.71,-1.91,128.62,26
300761.SZ,2024-12-05,20.41,70,107.41,-1.91,109.32,22
300030.SZ,2024-12-05,7.02,30,171.06,2.28,168.78,36
300030.SZ,2024-12-05,7.02,50,152.62,2.28,150.34,32
300030.SZ,2024-12-05,7.02,70,113.7,2.28,111.43,24
301507.SZ,2024-12-05,13.61,30,158.52,6.91,151.61,31
301507.SZ,2024-12-05,13.61,50,149.8,6.91,142.9,28
301507.SZ,2024-12-05,13.61,70,109.07,6.91,102.16,20
600805.SH,2024-12-05,4.76,30,211.43,12.61,198.82,39
600805.SH,2024-12-05,4.76,50,191.82,12.61,179.21,35
600805.SH,2024-12-05,4.76,70,159.53,12.61,146.92,28
301090.SZ,2024-12-05,7.81,30,144.49,-13.57,158.06,32
301090.SZ,2024-12-05,7.81,50,124.07,-13.57,137.64,28
301090.SZ,2024-12-05,7.81,70,104.79,-13.57,118.37,24
300041.SZ,2024-12-05,8.9,30,240.29,21.46,218.83,43
300041.SZ,2024-12-05,8.9,50,233.39,21.46,211.93,39
300041.SZ,2024-12-05,8.9,70,204.73,21.46,183.27,32
300710.SZ,2024-11-21,19.96,30,201.68,28.91,172.77,44
300710.SZ,2024-11-21,19.96,50,203.71,28.91,174.81,42
300710.SZ,2024-11-21,19.96,70,178.06,28.91,149.16,34
301227.SZ,2024-12-05,19.0,30,245.29,132.21,113.08,32
301227.SZ,2024-12-05,19.0,50,273.13,132.21,140.91,30
301227.SZ,2024-12-05,19.0,70,243.55,132.21,111.34,22
600874.SH,2024-12-05,5.95,30,62.55,0.67,61.88,16
600874.SH,2024-12-05,5.95,50,61.47,0.67,60.79,15
600874.SH,2024-12-05,5.95,70,59.56,0.67,58.89,13
000983.SZ,2024-12-05,7.9,30,67.93,-19.49,87.42,24
000983.SZ,2024-12-05,7.9,50,67.42,-19.49,86.91,22
000983.SZ,2024-12-05,7.9,70,67.77,-19.49,87.26,20
301190.SZ,2024-12-05,16.33,30,323.1,23.64,299.46,44
301190.SZ,2024-12-05,16.33,50,262.48,23.64,238.85,36
301190.SZ,2024-12-05,16.33,70,210.68,23.64,187.04,28
000883.SZ,2024-12-05,4.83,30,5.33,-5.59,10.92,4
000883.SZ,2024-12-05,4.83,50,5.33,-5.59,10.92,4
000883.SZ,2024-12-05,4.83,70,5.33,-5.59,10.92,4
300141.SZ,2024-12-05,9.82,30,202.11,21.69,180.41,42
300141.SZ,2024-12-05,9.82,50,208.25,21.69,186.56,40
300141.SZ,2024-12-05,9.82,70,192.76,21.69,171.07,35
300610.SZ,2024-12-05,10.4,30,231.72,5.96,225.76,45
300610.SZ,2024-12-05,10.4,50,210.0,5.96,204.04,40
300610.SZ,2024-12-05,10.4,70,187.21,5.96,181.25,34
301327.SZ,2024-12-05,57.37,30,166.13,-4.5,170.63,36
301327.SZ,2024-12-05,57.37,50,146.1,-4.5,150.6,32
301327.SZ,2024-12-05,57.37,70,118.69,-4.5,123.19,26
000521.SZ,2024-12-05,8.32,30,117.26,-22.36,139.62,30
000521.SZ,2024-12-05,8.32,50,107.69,-22.36,130.04,28
000521.SZ,2024-12-05,8.32,70,88.83,-22.36,111.18,24
600661.SH,2024-12-05,13.18,30,117.17,-22.91,140.08,34
600661.SH,2024-12-05,13.18,50,117.17,-22.91,140.08,34
600661.SH,2024-12-05,13.18,70,117.17,-22.91,140.08,34
603938.SH,2024-12-05,12.19,30,309.42,39.29,270.13,46
603938.SH,2024-12-05,12.19,50,258.09,39.29,218.8,38
603938.SH,2024-12-05,12.19,70,185.55,39.29,146.25,26
000796.SZ,2024-12-05,5.08,30,234.2,25.0,209.2,48
000796.SZ,2024-12-05,5.08,50,241.02,25.0,216.02,46
000796.SZ,2024-12-05,5.08,70,220.1,25.0,195.1,40
600130.SH,2024-12-04,5.66,30,57.83,-32.86,90.69,32
600130.SH,2024-12-04,5.66,50,59.3,-32.86,92.16,30
600130.SH,2024-12-04,5.66,70,41.78,-32.86,74.64,24
300905.SZ,2024-12-05,34.25,30,173.23,-10.48,183.72,42
300905.SZ,2024-12-05,34.25,50,153.06,-10.48,163.54,38
300905.SZ,2024-12-05,34.25,70,100.0,-10.48,110.48,26
000421.SZ,2024-11-21,6.33,30,113.53,5.53,108.0,20
000421.SZ,2024-11-21,6.33,50,113.53,5.53,108.0,20
000421.SZ,2024-11-21,6.33,70,89.28,5.53,83.75,16
600287.SH,2024-12-04,4.15,30,259.9,32.77,227.13,37
600287.SH,2024-12-04,4.15,50,236.4,32.77,203.63,33
600287.SH,2024-12-04,4.15,70,198.45,32.77,165.68,26
300805.SZ,2024-12-05,9.91,30,297.44,2.12,295.32,50
300805.SZ,2024-12-05,9.91,50,273.3,2.12,271.18,46
300805.SZ,2024-12-05,9.91,70,227.11,2.12,224.99,38
603838.SH,2024-12-04,6.55,30,256.85,10.53,246.32,52
603838.SH,2024-12-04,6.55,50,218.25,10.53,207.71,44
603838.SH,2024-12-04,6.55,70,182.08,10.53,171.55,36
600761.SH,2024-12-05,16.37,30,267.36,19.24,248.12,46
600761.SH,2024-12-05,16.37,50,231.87,19.24,212.62,40
600761.SH,2024-12-05,16.37,70,186.89,19.24,167.64,32
600030.SH,2024-12-06,30.72,30,46.47,-6.93,53.4,19
600030.SH,2024-12-06,30.72,50,46.6,-6.93,53.53,17
600030.SH,2024-12-06,30.72,70,38.17,-6.93,45.1,13
002127.SZ,2024-12-05,4.8,30,142.0,-29.17,171.16,38
002127.SZ,2024-12-05,4.8,50,142.0,-29.17,171.16,38
002127.SZ,2024-12-05,4.8,70,111.53,-29.17,140.7,32
002676.SZ,2024-12-05,6.9,30,259.02,19.57,239.45,45
002676.SZ,2024-12-05,6.9,50,236.18,19.57,216.61,41
002676.SZ,2024-12-05,6.9,70,186.79,19.57,167.23,33
688210.SH,2024-12-05,19.82,30,460.87,142.73,318.14,42
688210.SH,2024-12-05,19.82,50,485.2,142.73,342.46,40
688210.SH,2024-12-05,19.82,70,419.27,142.73,276.53,32
002390.SZ,2024-12-05,3.85,30,168.31,-16.1,184.41,39
002390.SZ,2024-12-05,3.85,50,168.31,-16.1,184.41,39
002390.SZ,2024-12-05,3.85,70,164.81,-16.1,180.92,37
600809.SH,2024-12-06,193.95,30,179.75,-8.72,188.47,41
600809.SH,2024-12-06,193.95,50,157.03,-8.72,165.75,35
600809.SH,2024-12-06,193.95,70,116.79,-8.72,125.51,26
603001.SH,2024-11-21,5.79,30,267.18,43.7,223.48,40
603001.SH,2024-11-21,5.79,50,248.45,43.7,204.75,36
603001.SH,2024-11-21,5.79,70,216.3,43.7,172.61,30
002027.SZ,2024-12-05,6.71,30,157.08,7.15,149.93,32
002027.SZ,2024-12-05,6.71,50,158.72,7.15,151.56,30
002027.SZ,2024-12-05,6.71,70,139.62,7.15,132.47,26
688310.SH,2024-12-05,12.96,30,210.95,10.49,200.46,36
688310.SH,2024-12-05,12.96,50,192.89,10.49,182.39,32
688310.SH,2024-12-05,12.96,70,174.42,10.49,163.92,28
603650.SH,2024-12-05,34.75,30,240.83,31.14,209.69,46
603650.SH,2024-12-05,34.75,50,220.57,31.14,189.43,42
603650.SH,2024-12-05,34.75,70,188.95,31.14,157.81,35
600909.SH,2024-12-05,6.15,30,99.11,5.69,93.42,26
600909.SH,2024-12-05,6.15,50,99.72,5.69,94.03,24
600909.SH,2024-12-05,6.15,70,100.71,5.69,95.02,22
002290.SZ,2024-12-05,17.29,30,655.75,135.74,520.01,61
002290.SZ,2024-12-05,17.29,50,583.37,135.74,447.63,53
002290.SZ,2024-12-05,17.29,70,459.26,135.74,323.52,38
603101.SH,2024-12-05,8.85,30,250.19,19.44,230.75,44
603101.SH,2024-12-05,8.85,50,225.79,19.44,206.36,40
603101.SH,2024-12-05,8.85,70,177.2,19.44,157.76,32
002863.SZ,2024-12-05,4.84,30,244.38,11.57,232.81,46
002863.SZ,2024-12-05,4.84,50,245.83,11.57,234.26,44
002863.SZ,2024-12-05,4.84,70,191.13,11.57,179.56,34
300978.SZ,2024-12-05,12.0,30,173.1,8.83,164.26,45
300978.SZ,2024-12-05,12.0,50,166.81,8.83,157.98,41
300978.SZ,2024-12-05,12.0,70,152.72,8.83,143.89,35
002963.SZ,2024-12-05,12.34,30,217.18,16.05,201.13,41
002963.SZ,2024-12-05,12.34,50,209.92,16.05,193.87,38
002963.SZ,2024-12-05,12.34,70,159.16,16.05,143.11,28
605300.SH,2024-12-05,14.61,30,189.25,-17.66,206.91,46
605300.SH,2024-12-05,14.61,50,169.84,-17.66,187.5,42
605300.SH,2024-12-05,14.61,70,140.18,-17.66,157.84,34
300878.SZ,2024-12-05,18.74,30,209.35,9.98,199.37,42
300878.SZ,2024-12-05,18.74,50,191.99,9.98,182.01,38
300878.SZ,2024-12-05,18.74,70,154.71,9.98,144.73,30
000788.SZ,2024-12-05,6.38,30,159.02,-0.94,159.96,36
000788.SZ,2024-12-05,6.38,50,147.94,-0.94,148.88,32
000788.SZ,2024-12-05,6.38,70,127.55,-0.94,128.49,26
603926.SH,2024-12-05,9.7,30,304.07,58.66,245.41,45
603926.SH,2024-12-05,9.7,50,272.79,58.66,214.13,39
603926.SH,2024-12-05,9.7,70,204.75,58.66,146.09,27
002800.SZ,2024-12-05,12.93,30,239.76,3.02,236.74,49
002800.SZ,2024-12-05,12.93,50,243.22,3.02,240.21,47
002800.SZ,2024-12-05,12.93,70,227.12,3.02,224.1,42
600399.SH,2024-12-04,6.43,30,92.9,-15.24,108.14,27
600399.SH,2024-12-04,6.43,50,91.26,-15.24,106.51,25
600399.SH,2024-12-04,6.43,70,63.72,-15.24,78.96,19
603826.SH,2024-12-05,22.18,30,93.28,-23.4,116.68,26
603826.SH,2024-12-05,22.18,50,93.28,-23.4,116.68,26
603826.SH,2024-12-05,22.18,70,93.28,-23.4,116.68,26
000688.SZ,2024-12-05,13.52,30,232.01,81.73,150.28,41
000688.SZ,2024-12-05,13.52,50,249.57,81.73,167.84,39
000688.SZ,2024-12-05,13.52,70,243.7,81.73,161.97,33
601519.SH,2024-11-21,8.64,30,241.88,46.87,195.01,30
601519.SH,2024-11-21,8.64,50,214.06,46.87,167.18,26
601519.SH,2024-11-21,8.64,70,191.25,46.87,144.37,22
600299.SH,2024-12-05,10.8,30,48.16,-18.98,67.14,14
600299.SH,2024-12-05,10.8,50,48.16,-18.98,67.14,14
600299.SH,2024-12-05,10.8,70,38.24,-18.98,57.22,12
002900.SZ,2024-12-05,10.83,30,311.73,16.71,295.01,49
002900.SZ,2024-12-05,10.83,50,282.05,16.71,265.34,44
002900.SZ,2024-12-05,10.83,70,202.58,16.71,185.87,30
301568.SZ,2024-12-05,35.11,30,305.9,24.78,281.12,50
301568.SZ,2024-12-05,35.11,50,259.81,24.78,235.03,42
301568.SZ,2024-12-05,35.11,70,214.95,24.78,190.17,34
301239.SZ,2024-12-05,55.0,30,94.33,-43.51,137.83,34
301239.SZ,2024-12-05,55.0,50,59.03,-43.51,102.54,26
301239.SZ,2024-12-05,55.0,70,25.37,-43.51,68.88,18
603733.SH,2024-12-05,18.76,30,356.91,19.35,337.56,61
603733.SH,2024-12-05,18.76,50,308.43,19.35,289.08,53
603733.SH,2024-12-05,18.76,70,262.22,19.35,242.87,43
603062.SH,2024-12-05,37.46,30,304.62,25.28,279.34,51
603062.SH,2024-12-05,37.46,50,270.66,25.28,245.38,44
603062.SH,2024-12-05,37.46,70,226.12,25.28,200.84,36
688522.SH,2024-11-21,40.53,30,282.65,-9.13,291.78,51
688522.SH,2024-11-21,40.53,50,259.19,-9.13,268.32,47
688522.SH,2024-11-21,40.53,70,224.33,-9.13,233.46,41
002144.SZ,2024-12-05,11.08,30,201.54,9.66,191.88,36
002144.SZ,2024-12-05,11.08,50,178.08,9.66,168.43,32
002144.SZ,2024-12-05,11.08,70,145.37,9.66,135.72,26
002615.SZ,2024-12-05,8.03,30,199.92,-6.72,206.65,40
002615.SZ,2024-12-05,8.03,50,175.05,-6.72,181.78,36
002615.SZ,2024-12-05,8.03,70,144.87,-6.72,151.59,30
