symbol,entry_date,entry_price,base_pct,t_return,hold_return,alpha,trades
603699.SH,2024-12-05,21.16,70,313.73,133.51,180.22,30
002508.SZ,2024-12-05,21.32,30,91.62,-7.41,99.03,25
002508.SZ,2024-12-05,21.32,50,69.8,-7.41,77.21,19
002508.SZ,2024-12-05,21.32,70,49.24,-7.41,56.65,13
605003.SH,2024-12-05,18.41,30,303.28,23.95,279.32,48
605003.SH,2024-12-05,18.41,50,280.55,23.95,256.59,44
605003.SH,2024-12-05,18.41,70,221.34,23.95,197.38,34
601128.SH,2024-12-05,6.51,30,123.84,9.06,114.77,26
601128.SH,2024-12-05,6.51,50,124.17,9.06,115.11,24
601128.SH,2024-12-05,6.51,70,125.7,9.06,116.64,22
001268.SZ,2024-12-05,18.92,30,318.32,81.87,236.45,47
001268.SZ,2024-12-05,18.92,50,280.27,81.87,198.4,39
001268.SZ,2024-12-05,18.92,70,236.75,81.87,154.87,29
001368.SZ,2024-12-05,20.45,30,205.7,15.79,189.91,40
001368.SZ,2024-12-05,20.45,50,207.89,15.79,192.1,38
001368.SZ,2024-12-05,20.45,70,188.68,15.79,172.88,32
002193.SZ,2024-12-05,7.9,30,158.55,-33.04,191.59,51
002193.SZ,2024-12-05,7.9,50,149.03,-33.04,182.07,47
002193.SZ,2024-12-05,7.9,70,116.33,-33.04,149.37,38
301059.SZ,2024-12-05,11.41,30,210.56,6.4,204.16,43
301059.SZ,2024-12-05,11.41,50,202.34,6.4,195.94,40
301059.SZ,2024-12-05,11.41,70,162.71,6.4,156.31,32
002324.SZ,2024-12-05,11.5,30,229.68,5.39,224.29,46
002324.SZ,2024-12-05,11.5,50,211.26,5.39,205.87,42
002324.SZ,2024-12-05,11.5,70,154.76,5.39,149.37,30
688013.SH,2024-12-05,18.39,30,396.1,168.68,227.43,31
688013.SH,2024-12-05,18.39,50,376.5,168.68,207.82,27
688013.SH,2024-12-05,18.39,70,357.31,168.68,188.63,23
002475.SZ,2024-12-06,40.01,30,268.4,44.26,224.14,45
002475.SZ,2024-12-06,40.01,50,237.31,44.26,193.05,39
002475.SZ,2024-12-06,40.01,70,199.07,44.26,154.81,30
300088.SZ,2024-12-05,6.81,30,180.81,-15.27,196.08,43
300088.SZ,2024-12-05,6.81,50,142.21,-15.27,157.48,35
300088.SZ,2024-12-05,6.81,70,105.08,-15.27,120.35,27
301608.SZ,2024-12-05,64.14,30,401.75,29.26,372.48,56
301608.SZ,2024-12-05,64.14,50,342.99,29.26,313.73,48
301608.SZ,2024-12-05,64.14,70,264.42,29.26,235.15,36
301159.SZ,2024-12-05,37.1,30,188.97,-5.96,194.93,42
301159.SZ,2024-12-05,37.1,50,185.22,-5.96,191.18,40
301159.SZ,2024-12-05,37.1,70,125.13,-5.96,131.09,28
002093.SZ,2024-12-05,8.4,30,347.69,33.57,314.11,52
002093.SZ,2024-12-05,8.4,50,325.56,33.57,291.99,47
002093.SZ,2024-12-05,8.4,70,270.55,33.57,236.98,37
300188.SZ,2024-12-05,15.94,30,163.22,-13.3,176.52,39
300188.SZ,2024-12-05,15.94,50,134.63,-13.3,147.93,33
300188.SZ,2024-12-05,15.94,70,97.71,-13.3,111.01,25
002224.SZ,2024-12-05,4.64,30,111.38,-7.76,119.14,24
002224.SZ,2024-12-05,4.64,50,111.38,-7.76,119.14,24
002224.SZ,2024-12-05,4.64,70,111.38,-7.76,119.14,24
003042.SZ,2024-12-05,17.52,30,243.17,-13.53,256.7,54
003042.SZ,2024-12-05,17.52,50,224.27,-13.53,237.8,50
003042.SZ,2024-12-05,17.52,70,166.75,-13.53,180.28,38
002575.SZ,2024-12-05,7.18,30,250.43,-13.09,263.52,45
002575.SZ,2024-12-05,7.18,50,212.75,-13.09,225.84,40
002575.SZ,2024-12-05,7.18,70,170.23,-13.09,183.33,32
688113.SH,2024-12-05,30.68,30,261.77,20.01,241.75,46
688113.SH,2024-12-05,30.68,50,255.02,20.01,235.01,42
688113.SH,2024-12-05,30.68,70,187.0,20.01,166.98,30
000929.SZ,2024-12-04,8.55,30,146.86,-1.05,147.91,41
000929.SZ,2024-12-04,8.55,50,148.1,-1.05,149.15,39
000929.SZ,2024-12-04,8.55,70,112.92,-1.05,113.97,29
002347.SZ,2024-12-05,9.08,30,181.02,-14.32,195.34,49
002347.SZ,2024-12-05,9.08,50,163.08,-14.32,177.4,45
002347.SZ,2024-12-05,9.08,70,119.73,-14.32,134.05,35
603787.SH,2024-12-05,11.02,30,242.82,14.7,228.12,43
603787.SH,2024-12-05,11.02,50,220.45,14.7,205.75,38
603787.SH,2024-12-05,11.02,70,174.61,14.7,159.91,30
688721.SH,2024-12-05,63.05,30,131.22,-28.8,160.02,43
688721.SH,2024-12-05,63.05,50,107.23,-28.8,136.03,37
688721.SH,2024-12-05,63.05,70,65.67,-28.8,94.47,27
688070.SH,2024-12-05,41.26,30,318.98,20.29,298.69,54
688070.SH,2024-12-05,41.26,50,272.09,20.29,251.8,46
688070.SH,2024-12-05,41.26,70,229.32,20.29,209.04,38
002416.SZ,2024-12-05,15.18,30,154.07,-21.81,175.88,43
002416.SZ,2024-12-05,15.18,50,145.04,-21.81,166.84,40
002416.SZ,2024-12-05,15.18,70,101.86,-21.81,123.67,30
603530.SH,2024-12-05,22.98,30,270.14,76.63,193.51,36
603530.SH,2024-12-05,22.98,50,268.79,76.63,192.16,32
603530.SH,2024-12-05,22.98,70,221.95,76.63,145.31,24
688596.SH,2024-12-05,38.48,30,216.92,-25.05,241.97,49
688596.SH,2024-12-05,38.48,50,193.24,-25.05,218.29,45
688596.SH,2024-12-05,38.48,70,151.11,-25.05,176.16,37
603261.SH,2024-12-04,31.6,30,107.47,-31.71,139.18,40
603261.SH,2024-12-04,31.6,50,94.02,-31.71,125.73,36
603261.SH,2024-12-04,31.6,70,66.47,-31.71,98.18,28
603687.SH,2024-12-05,8.05,30,216.87,13.29,203.58,42
603687.SH,2024-12-05,8.05,50,195.15,13.29,181.86,38
603687.SH,2024-12-05,8.05,70,177.48,13.29,164.19,34
688621.SH,2024-11-22,40.54,30,265.49,65.22,200.27,40
688621.SH,2024-11-22,40.54,50,241.06,65.22,175.85,35
688621.SH,2024-11-22,40.54,70,192.79,65.22,127.57,25
002247.SZ,2024-12-05,3.11,30,206.41,-12.54,218.95,52
002247.SZ,2024-12-05,3.11,50,206.87,-12.54,219.41,50
002247.SZ,2024-12-05,3.11,70,172.48,-12.54,185.02,42
000829.SZ,2024-12-05,13.57,30,131.66,-19.82,151.48,41
000829.SZ,2024-12-05,13.57,50,121.77,-19.82,141.59,39
000829.SZ,2024-12-05,13.57,70,80.65,-19.82,100.47,28
002516.SZ,2024-11-28,5.14,30,173.44,22.57,150.87,37
002516.SZ,2024-11-28,5.14,50,174.54,22.57,151.98,35
002516.SZ,2024-11-28,5.14,70,167.55,22.57,144.99,31
003021.SZ,2024-12-05,83.6,30,326.63,20.04,306.6,46
003021.SZ,2024-12-05,83.6,50,272.14,20.04,252.1,38
003021.SZ,2024-12-05,83.6,70,205.39,20.04,185.35,28
688170.SH,2024-12-05,25.93,30,234.02,14.23,219.79,40
688170.SH,2024-12-05,25.93,50,206.69,14.23,192.46,34
688170.SH,2024-12-05,25.93,70,171.34,14.23,157.11,26
688496.SH,2024-12-05,9.69,30,137.97,-40.97,178.94,40
688496.SH,2024-12-05,9.69,50,100.2,-40.97,141.17,32
688496.SH,2024-12-05,9.69,70,65.27,-40.97,106.24,24
603992.SH,2024-12-05,19.67,30,358.24,82.0,276.24,53
603992.SH,2024-12-05,19.67,50,321.65,82.0,239.65,45
603992.SH,2024-12-05,19.67,70,272.36,82.0,190.36,35
605060.SH,2024-12-05,15.93,30,396.94,130.01,266.93,47
605060.SH,2024-12-05,15.93,50,411.86,130.01,281.85,45
605060.SH,2024-12-05,15.93,70,380.31,130.01,250.3,37
300096.SZ,2024-12-05,3.75,30,414.59,97.6,316.99,48
300096.SZ,2024-12-05,3.75,50,377.51,97.6,279.91,42
300096.SZ,2024-12-05,3.75,70,326.29,97.6,228.69,34
601872.SH,2024-12-05,6.08,30,225.49,41.12,184.37,33
601872.SH,2024-12-05,6.08,50,217.66,41.12,176.54,30
601872.SH,2024-12-05,6.08,70,184.96,41.12,143.84,24
300221.SZ,2024-12-05,6.84,30,268.41,30.7,237.71,44
300221.SZ,2024-12-05,6.84,50,232.86,30.7,202.15,38
300221.SZ,2024-12-05,6.84,70,185.38,30.7,154.68,28
300570.SZ,2024-12-05,69.7,30,370.52,66.43,304.09,49
300570.SZ,2024-12-05,69.7,50,342.5,66.43,276.08,45
300570.SZ,2024-12-05,69.7,70,270.27,66.43,203.85,33
301047.SZ,2024-12-05,63.91,30,172.42,2.82,169.61,34
301047.SZ,2024-12-05,63.91,50,152.54,2.82,149.73,30
301047.SZ,2024-12-05,63.91,70,133.59,2.82,130.78,26
300196.SZ,2024-12-05,11.34,30,216.49,18.34,198.15,37
300196.SZ,2024-12-05,11.34,50,196.18,18.34,177.84,33
300196.SZ,2024-12-05,11.34,70,176.52,18.34,158.18,29
300321.SZ,2024-12-05,20.34,30,346.95,112.59,234.37,40
300321.SZ,2024-12-05,20.34,50,333.62,112.59,221.03,34
300321.SZ,2024-12-05,20.34,70,322.19,112.59,209.61,28
300470.SZ,2024-12-05,37.15,30,143.75,-3.23,146.98,32
300470.SZ,2024-12-05,37.15,50,133.99,-3.23,137.22,29
300470.SZ,2024-12-05,37.15,70,113.62,-3.23,116.85,25
000010.SZ,2024-12-05,3.16,30,224.99,6.65,218.34,42
000010.SZ,2024-12-05,3.16,50,204.71,6.65,198.07,38
000010.SZ,2024-12-05,3.16,70,163.31,6.65,156.66,30
601136.SH,2024-12-05,24.35,30,124.45,-22.18,146.63,34
601136.SH,2024-12-05,24.35,50,106.98,-22.18,129.16,30
601136.SH,2024-12-05,24.35,70,71.64,-22.18,93.82,22
600350.SH,2024-12-05,9.07,30,143.04,2.43,140.61,30
600350.SH,2024-12-05,9.07,50,130.57,2.43,128.14,26
600350.SH,2024-12-05,9.07,70,98.12,2.43,95.69,19
001376.SZ,2024-12-05,14.28,30,117.91,6.44,111.47,32
001376.SZ,2024-12-05,14.28,50,120.57,6.44,114.12,30
001376.SZ,2024-12-05,14.28,70,113.07,6.44,106.63,27
600501.SH,2024-12-05,19.5,30,222.81,27.44,195.37,43
600501.SH,2024-12-05,19.5,50,201.48,27.44,174.05,39
600501.SH,2024-12-05,19.5,70,170.57,27.44,143.13,31
600250.SH,2024-12-05,10.51,30,271.84,26.45,245.39,54
600250.SH,2024-12-05,10.51,50,246.82,26.45,220.37,50
600250.SH,2024-12-05,10.51,70,203.78,26.45,177.33,41
600096.SH,2024-12-05,19.86,30,209.23,46.83,162.4,29
600096.SH,2024-12-05,19.86,50,201.74,46.83,154.91,26
600096.SH,2024-12-05,19.86,70,164.42,46.83,117.59,20
000630.SZ,2024-12-05,3.3,30,240.57,60.61,179.96,37
000630.SZ,2024-12-05,3.3,50,251.67,60.61,191.06,35
000630.SZ,2024-12-05,3.3,70,220.24,60.61,159.63,28
600221.SH,2024-12-05,1.9,30,53.16,-8.42,61.58,20
600221.SH,2024-12-05,1.9,50,54.85,-8.42,63.27,18
600221.SH,2024-12-05,1.9,70,48.91,-8.42,57.34,15
600570.SH,2024-12-05,30.92,30,135.13,-7.31,142.44,29
600570.SH,2024-12-05,30.92,50,113.08,-7.31,120.38,25
600570.SH,2024-12-05,30.92,70,81.81,-7.31,89.12,19
000061.SZ,2024-12-05,7.56,30,230.33,28.57,201.76,47
000061.SZ,2024-12-05,7.56,50,235.7,28.57,207.13,45
000061.SZ,2024-12-05,7.56,70,230.13,28.57,201.56,41
600196.SH,2024-12-05,25.8,30,102.77,3.18,99.59,23
600196.SH,2024-12-05,25.8,50,102.43,3.18,99.26,21
600196.SH,2024-12-05,25.8,70,82.94,3.18,79.77,17
001207.SZ,2024-12-05,19.62,30,309.7,19.01,290.69,53
001207.SZ,2024-12-05,19.62,50,285.6,19.01,266.59,49
001207.SZ,2024-12-05,19.62,70,241.11,19.01,222.1,41
601616.SH,2024-12-05,3.9,30,218.71,-5.13,223.84,42
601616.SH,2024-12-05,3.9,50,183.91,-5.13,189.03,36
601616.SH,2024-12-05,3.9,70,141.13,-5.13,146.26,28
600470.SH,2024-12-05,6.14,30,204.29,-4.4,208.69,43
600470.SH,2024-12-05,6.14,50,181.01,-4.4,185.41,38
600470.SH,2024-12-05,6.14,70,140.35,-4.4,144.75,30
301381.SZ,2024-12-05,27.06,30,115.22,-22.62,137.84,34
301381.SZ,2024-12-05,27.06,50,98.86,-22.62,121.48,30
301381.SZ,2024-12-05,27.06,70,83.41,-22.62,106.03,26
000825.SZ,2024-12-05,3.78,30,156.66,26.72,129.94,35
000825.SZ,2024-12-05,3.78,50,138.64,26.72,111.92,29
000825.SZ,2024-12-05,3.78,70,122.16,26.72,95.44,23
301136.SZ,2024-12-05,14.2,30,206.48,46.2,160.28,47
301136.SZ,2024-12-05,14.2,50,182.37,46.2,136.18,41
301136.SZ,2024-12-05,14.2,70,151.07,46.2,104.88,31
300401.SZ,2024-12-05,15.26,30,196.25,-1.25,197.49,43
300401.SZ,2024-12-05,15.26,50,164.48,-1.25,165.73,37
300401.SZ,2024-12-05,15.26,70,113.68,-1.25,114.93,27
300350.SZ,2024-12-05,6.51,30,230.26,-2.3,232.56,53
300350.SZ,2024-12-05,6.51,50,227.44,-2.3,229.75,51
300350.SZ,2024-12-05,6.51,70,188.3,-2.3,190.61,41
000925.SZ,2024-12-05,8.89,30,105.92,-1.69,107.6,29
000925.SZ,2024-12-05,8.89,50,105.92,-1.69,107.6,29
000925.SZ,2024-12-05,8.89,70,96.7,-1.69,98.38,25
301281.SZ,2024-12-05,35.14,30,127.75,-25.87,153.62,32
301281.SZ,2024-12-05,35.14,50,127.75,-25.87,153.62,32
301281.SZ,2024-12-05,35.14,70,107.81,-25.87,133.68,28
301036.SZ,2024-12-05,43.86,30,131.52,-19.33,150.86,38
301036.SZ,2024-12-05,43.86,50,131.52,-19.33,150.86,38
301036.SZ,2024-12-05,43.86,70,104.38,-19.33,123.72,31
300501.SZ,2024-12-05,14.27,30,302.44,1.54,300.9,55
300501.SZ,2024-12-05,14.27,50,267.09,1.54,265.55,48
300501.SZ,2024-12-05,14.27,70,211.74,1.54,210.2,38
300250.SZ,2024-12-05,16.83,30,268.59,47.42,221.17,46
300250.SZ,2024-12-05,16.83,50,258.28,47.42,210.86,40
300250.SZ,2024-12-05,16.83,70,219.82,47.42,172.41,32
605111.SH,2024-12-05,34.39,30,164.2,-5.82,170.02,34
605111.SH,2024-12-05,34.39,50,133.68,-5.82,139.49,28
605111.SH,2024-12-05,34.39,70,93.04,-5.82,98.86,20
605011.SH,2024-12-05,22.49,30,104.62,-12.32,116.94,23
605011.SH,2024-12-05,22.49,50,104.62,-12.32,116.94,23
605011.SH,2024-12-05,22.49,70,92.1,-12.32,104.42,20
002567.SZ,2024-12-05,5.37,30,50.93,-18.06,68.99,16
002567.SZ,2024-12-05,5.37,50,49.65,-18.06,67.71,15
002567.SZ,2024-12-05,5.37,70,39.23,-18.06,57.29,12
688101.SH,2024-12-05,13.95,30,139.58,15.13,124.46,26
688101.SH,2024-12-05,13.95,50,142.14,15.13,127.02,24
688101.SH,2024-12-05,13.95,70,121.91,15.13,106.79,20
000858.SZ,2024-12-06,138.12,30,38.51,-19.8,58.32,16
000858.SZ,2024-12-06,138.12,50,36.41,-19.8,56.21,14
000858.SZ,2024-12-06,138.12,70,33.31,-19.8,53.11,12
002236.SZ,2024-12-05,15.49,30,241.44,17.37,224.07,40
002236.SZ,2024-12-05,15.49,50,207.46,17.37,190.1,34
002236.SZ,2024-12-05,15.49,70,163.32,17.37,145.96,26
603310.SH,2024-12-05,18.54,30,143.7,-9.33,153.04,30
603310.SH,2024-12-05,18.54,50,143.7,-9.33,153.04,30
603310.SH,2024-12-05,18.54,70,101.59,-9.33,110.92,22
002081.SZ,2024-12-05,3.61,30,117.56,-11.63,129.2,30
002081.SZ,2024-12-05,3.61,50,115.05,-11.63,126.69,28
002081.SZ,2024-12-05,3.61,70,113.79,-11.63,125.42,26
688001.SH,2024-12-05,34.05,30,175.19,-19.74,194.93,46
688001.SH,2024-12-05,34.05,50,147.7,-19.74,167.44,40
688001.SH,2024-12-05,34.05,70,106.51,-19.74,126.24,30
002467.SZ,2024-12-05,7.45,30,192.55,-22.82,215.37,54
002467.SZ,2024-12-05,7.45,50,171.96,-22.82,194.78,48
002467.SZ,2024-12-05,7.45,70,126.7,-22.82,149.52,36
000958.SZ,2024-12-05,6.99,30,190.65,-8.15,198.81,44
000958.SZ,2024-12-05,6.99,50,178.98,-8.15,187.13,41
000958.SZ,2024-12-05,6.99,70,145.81,-8.15,153.97,33
688750.SH,2024-12-05,22.66,30,175.58,-20.17,195.75,42
688750.SH,2024-12-05,22.66,50,145.59,-20.17,165.76,36
688750.SH,2024-12-05,22.66,70,107.8,-20.17,127.96,28
002181.SZ,2024-12-05,4.86,30,335.79,68.52,267.27,38
002181.SZ,2024-12-05,4.86,50,302.72,68.52,234.2,34
002181.SZ,2024-12-05,4.86,70,278.23,68.52,209.71,30
301128.SZ,2024-12-05,38.35,30,518.83,119.01,399.83,53
301128.SZ,2024-12-05,38.35,50,463.8,119.01,344.79,45
301128.SZ,2024-12-05,38.35,70,388.71,119.01,269.7,33
603373.SH,2024-12-05,31.74,30,261.95,19.0,242.96,40
603373.SH,2024-12-05,31.74,50,242.06,19.0,223.06,36
603373.SH,2024-12-05,31.74,70,197.28,19.0,178.28,28
688484.SH,2024-12-05,38.82,30,234.76,-3.32,238.08,48
688484.SH,2024-12-05,38.82,50,196.27,-3.32,199.59,40
688484.SH,2024-12-05,38.82,70,148.58,-3.32,151.9,30
003033.SZ,2024-12-05,30.47,30,415.91,99.08,316.83,47
003033.SZ,2024-12-05,30.47,50,355.29,99.08,256.21,39
003033.SZ,2024-12-05,30.47,70,284.61,99.08,185.53,29
688162.SH,2024-12-05,22.88,30,383.25,22.95,360.3,58
688162.SH,2024-12-05,22.88,50,334.29,22.95,311.34,50
688162.SH,2024-12-05,22.88,70,262.08,22.95,239.14,38
688633.SH,2024-12-05,26.07,30,210.06,-13.35,223.41,42
688633.SH,2024-12-05,26.07,50,165.23,-13.35,178.58,34
688633.SH,2024-12-05,26.07,70,121.95,-13.35,135.3,26
002255.SZ,2024-12-05,6.02,30,387.79,102.66,285.13,48
002255.SZ,2024-12-05,6.02,50,365.93,102.66,263.27,42
002255.SZ,2024-12-05,6.02,70,335.34,102.66,232.68,35
603273.SH,2024-12-05,19.11,30,189.6,0.31,189.28,40
603273.SH,2024-12-05,19.11,50,146.92,0.31,146.61,32
603273.SH,2024-12-05,19.11,70,105.94,0.31,105.63,24
688584.SH,2024-12-05,21.3,30,167.7,0.99,166.71,34
688584.SH,2024-12-05,21.3,50,142.84,0.99,141.85,30
688584.SH,2024-12-05,21.3,70,125.4,0.99,124.41,26
301028.SZ,2024-12-05,11.48,30,218.87,26.57,192.3,45
301028.SZ,2024-12-05,11.48,50,212.25,26.57,185.69,41
301028.SZ,2024-12-05,11.48,70,173.57,26.57,147.0,31
688062.SH,2024-12-05,24.73,30,288.07,53.34,234.73,42
688062.SH,2024-12-05,24.73,50,266.72,53.34,213.38,38
688062.SH,2024-12-05,24.73,70,236.33,53.34,183.0,32
002404.SZ,2024-12-05,6.19,30,197.39,12.28,185.11,41
002404.SZ,2024-12-05,6.19,50,196.47,12.28,184.19,39
002404.SZ,2024-12-05,6.19,70,176.33,12.28,164.05,33
002355.SZ,2024-12-05,8.14,30,130.79,-31.2,162.0,38
002355.SZ,2024-12-05,8.14,50,121.96,-31.2,153.17,36
002355.SZ,2024-12-05,8.14,70,96.62,-31.2,127.82,30
688733.SH,2024-12-05,25.9,30,165.35,12.55,152.8,41
688733.SH,2024-12-05,25.9,50,160.91,12.55,148.36,37
688733.SH,2024-12-05,25.9,70,130.37,12.55,117.82,27
601059.SH,2024-11-07,17.33,30,179.13,2.65,176.47,39
601059.SH,2024-11-07,17.33,50,178.79,2.65,176.13,37
601059.SH,2024-11-07,17.33,70,149.93,2.65,147.27,30
600088.SH,2024-12-05,18.38,30,148.47,-13.22,161.69,34
600088.SH,2024-12-05,18.38,50,138.07,-13.22,151.29,32
600088.SH,2024-12-05,18.38,70,119.03,-13.22,132.25,28
603880.SH,2024-12-05,4.83,30,270.07,25.05,245.02,44
603880.SH,2024-12-05,4.83,50,220.52,25.05,195.47,34
603880.SH,2024-12-05,4.83,70,149.73,25.05,124.68,22
001319.SZ,2024-12-05,25.91,30,315.7,-5.36,321.07,60
001319.SZ,2024-12-05,25.91,50,271.27,-5.36,276.64,52
001319.SZ,2024-12-05,25.91,70,196.57,-5.36,201.93,38
601608.SH,2024-12-05,4.58,30,218.55,34.5,184.05,37
601608.SH,2024-12-05,4.58,50,201.14,34.5,166.64,32
601608.SH,2024-12-05,4.58,70,160.37,34.5,125.88,24
000599.SZ,2024-12-05,5.22,30,271.71,12.64,259.07,50
000599.SZ,2024-12-05,5.22,50,248.75,12.64,236.11,46
000599.SZ,2024-12-05,5.22,70,200.61,12.64,187.97,38
600188.SH,2024-12-05,14.12,30,93.93,-7.29,101.23,23
600188.SH,2024-12-05,14.12,50,84.18,-7.29,91.47,20
600188.SH,2024-12-05,14.12,70,65.25,-7.29,72.55,16
001219.SZ,2024-12-05,13.92,30,192.55,1.87,190.68,40
001219.SZ,2024-12-05,13.92,50,192.52,1.87,190.65,38
001219.SZ,2024-12-05,13.92,70,172.64,1.87,170.77,34
603980.SH,2024-12-05,4.56,30,230.24,7.68,222.56,38
603980.SH,2024-12-05,4.56,50,230.24,7.68,222.56,38
603980.SH,2024-12-05,4.56,70,190.46,7.68,182.78,32
300462.SZ,2024-12-04,11.75,30,198.16,-8.77,206.92,49
300462.SZ,2024-12-04,11.75,50,171.38,-8.77,180.15,42
300462.SZ,2024-12-04,11.75,70,118.91,-8.77,127.68,30
301155.SZ,2024-12-05,64.86,30,190.86,22.86,167.99,35
301155.SZ,2024-12-05,64.86,50,171.56,22.86,148.69,31
301155.SZ,2024-12-05,64.86,70,141.12,22.86,118.26,25
300333.SZ,2024-12-05,15.72,30,83.28,-32.76,116.04,26
300333.SZ,2024-12-05,15.72,50,72.91,-32.76,105.67,24
300333.SZ,2024-12-05,15.72,70,44.69,-32.76,77.45,18
300184.SZ,2024-12-05,10.95,30,207.5,-13.42,220.92,46
300184.SZ,2024-12-05,10.95,50,164.93,-13.42,178.36,38
300184.SZ,2024-12-05,10.95,70,107.57,-13.42,120.99,26
002579.SZ,2024-12-05,9.61,30,279.35,20.5,258.85,53
002579.SZ,2024-12-05,9.61,50,243.15,20.5,222.65,45
002579.SZ,2024-12-05,9.61,70,193.37,20.5,172.87,35
002228.SZ,2024-12-05,3.0,30,177.53,32.0,145.53,35
002228.SZ,2024-12-05,3.0,50,184.0,32.0,152.0,33
002228.SZ,2024-12-05,3.0,70,167.36,32.0,135.36,27
601860.SH,2024-12-05,2.79,30,17.74,-1.79,19.54,9
601860.SH,2024-12-05,2.79,50,17.32,-1.79,19.12,7
601860.SH,2024-12-05,2.79,70,17.55,-1.79,19.34,5
300562.SZ,2024-12-05,14.31,30,190.36,-7.97,198.33,38
300562.SZ,2024-12-05,14.31,50,167.28,-7.97,175.25,34
300562.SZ,2024-12-05,14.31,70,124.71,-7.97,132.67,26
301055.SZ,2024-12-05,15.64,30,258.84,17.77,241.07,40
301055.SZ,2024-12-05,15.64,50,238.41,17.77,220.63,36
301055.SZ,2024-12-05,15.64,70,187.77,17.77,169.99,28
300233.SZ,2024-12-05,12.79,30,293.2,11.26,281.94,44
300233.SZ,2024-12-05,12.79,50,271.57,11.26,260.32,40
300233.SZ,2024-12-05,12.79,70,237.6,11.26,226.34,34
002479.SZ,2024-12-05,4.84,30,178.22,-2.48,180.69,34
002479.SZ,2024-12-05,4.84,50,178.22,-2.48,180.69,34
002479.SZ,2024-12-05,4.84,70,155.77,-2.48,158.25,30
002328.SZ,2024-12-05,5.88,30,279.54,8.67,270.86,53
002328.SZ,2024-12-05,5.88,50,246.44,8.67,237.77,47
002328.SZ,2024-12-05,5.88,70,182.09,8.67,173.42,34
300084.SZ,2024-11-28,6.23,30,337.09,45.26,291.83,48
300084.SZ,2024-11-28,6.23,50,292.63,45.26,247.36,41
300084.SZ,2024-11-28,6.23,70,241.19,45.26,195.93,33
600513.SH,2024-12-05,10.4,30,308.92,68.08,240.84,38
600513.SH,2024-12-05,10.4,50,288.59,68.08,220.51,34
600513.SH,2024-12-05,10.4,70,225.6,68.08,157.53,26
000002.SZ,2024-12-06,8.68,30,71.35,-43.2,114.55,28
000002.SZ,2024-12-06,8.68,50,63.24,-43.2,106.44,26
000002.SZ,2024-12-06,8.68,70,29.42,-43.2,72.62,18
000753.SZ,2024-12-05,6.31,30,244.65,17.27,227.38,53
000753.SZ,2024-12-05,6.31,50,232.23,17.27,214.96,47
000753.SZ,2024-12-05,6.31,70,199.88,17.27,182.6,38
300539.SZ,2024-12-05,12.38,30,527.19,216.24,310.95,46
300539.SZ,2024-12-05,12.38,50,481.77,216.24,265.54,40
300539.SZ,2024-12-05,12.38,70,413.33,216.24,197.1,28
300268.SZ,2024-12-04,8.02,30,249.3,55.24,194.06,38
300268.SZ,2024-12-04,8.02,50,227.14,55.24,171.91,32
300268.SZ,2024-12-04,8.02,70,209.13,55.24,153.89,26
603255.SH,2024-12-05,33.72,30,168.47,-13.91,182.38,40
603255.SH,2024-12-05,33.72,50,149.87,-13.91,163.78,36
603255.SH,2024-12-05,33.72,70,113.24,-13.91,127.15,28
002695.SZ,2024-12-05,9.99,30,321.84,18.82,303.02,56
002695.SZ,2024-12-05,9.99,50,301.91,18.82,283.09,52
002695.SZ,2024-12-05,9.99,70,250.66,18.82,231.85,42
002422.SZ,2024-12-05,32.98,30,199.6,-6.06,205.67,40
002422.SZ,2024-12-05,32.98,50,178.96,-6.06,185.02,36
002422.SZ,2024-12-05,32.98,70,149.81,-6.06,155.87,30
002373.SZ,2024-12-05,10.5,30,184.12,-0.19,184.31,40
002373.SZ,2024-12-05,10.5,50,185.9,-0.19,186.09,38
002373.SZ,2024-12-05,10.5,70,146.26,-0.19,146.45,30
002795.SZ,2024-12-05,5.35,30,178.24,14.77,163.47,42
002795.SZ,2024-12-05,5.35,50,160.32,14.77,145.55,36
002795.SZ,2024-12-05,5.35,70,125.07,14.77,110.31,26
603355.SH,2024-12-05,22.9,30,197.51,39.69,157.82,40
603355.SH,2024-12-05,22.9,50,203.15,39.69,163.45,38
603355.SH,2024-12-05,22.9,70,177.44,39.69,137.74,30
300439.SZ,2024-12-05,11.35,30,140.69,-14.45,155.14,32
300439.SZ,2024-12-05,11.35,50,120.14,-14.45,134.59,28
300439.SZ,2024-12-05,11.35,70,100.18,-14.45,114.63,24
300368.SZ,2024-12-04,4.46,30,691.63,217.94,473.69,47
300368.SZ,2024-12-04,4.46,50,666.82,217.94,448.89,43
300368.SZ,2024-12-04,4.46,70,572.92,217.94,354.99,35
002522.SZ,2024-12-05,4.5,30,196.06,6.44,189.62,34
002522.SZ,2024-12-05,4.5,50,169.45,6.44,163.01,30
002522.SZ,2024-12-05,4.5,70,124.19,6.44,117.74,22
003015.SZ,2024-12-05,14.29,30,348.66,5.53,343.13,61
003015.SZ,2024-12-05,14.29,50,322.36,5.53,316.83,57
003015.SZ,2024-12-05,14.29,70,263.94,5.53,258.41,47
002273.SZ,2024-12-05,20.5,30,223.68,16.0,207.68,44
002273.SZ,2024-12-05,20.5,50,179.72,16.0,163.72,36
002273.SZ,2024-12-05,20.5,70,137.93,16.0,121.93,27
688615.SH,2024-12-05,167.86,30,272.75,31.59,241.16,57
