dt,date,close,equity,cash,base_shares,t_shares,t_slots
2024-11-21 11:30:00,2024-11-21,38.040762320951686,1003759.7353726631,300005.63243505696,18500,0,0
2024-11-21 15:00:00,2024-11-21,38.05,1003930.632435057,300005.63243505696,18500,0,0
2024-11-22 11:30:00,2024-11-22,37.23193467336684,988796.4238923434,300005.63243505696,18500,0,0
2024-11-22 15:00:00,2024-11-22,36.77,980250.632435057,300005.63243505696,18500,0,0
2024-11-25 11:30:00,2024-11-25,36.763649962602834,980133.1567432093,300005.63243505696,18500,0,0
2024-11-25 15:00:00,2024-11-25,37.05,985430.632435057,300005.63243505696,18500,0,0
2024-11-26 11:30:00,2024-11-26,36.90858040201006,982814.369872243,300005.63243505696,18500,0,0
2024-11-26 15:00:00,2024-11-26,36.77,980250.632435057,300005.63243505696,18500,0,0
2024-11-27 11:30:00,2024-11-27,37.463805418719204,993086.0326813622,300005.63243505696,18500,0,0
2024-11-27 15:00:00,2024-11-27,37.51,993940.632435057,300005.63243505696,18500,0,0
2024-11-28 11:30:00,2024-11-28,37.23695058356097,988889.2182309349,300005.63243505696,18500,0,0
2024-11-28 15:00:00,2024-11-28,37.2,988205.632435057,300005.63243505696,18500,0,0
2024-11-29 11:30:00,2024-11-29,37.19633883883884,988137.9009535755,300005.63243505696,18500,0,0
2024-11-29 15:00:00,2024-11-29,36.91,982840.6324350568,300005.63243505696,18500,0,0
2024-12-02 11:30:00,2024-12-02,36.27592274678112,971110.2032505077,300005.63243505696,18500,0,0
2024-12-02 15:00:00,2024-12-02,36.59,976920.6324350571,300005.63243505696,18500,0,0
2024-12-03 11:30:00,2024-12-03,36.74434004474273,979775.9232627974,300005.63243505696,18500,0,0
2024-12-03 15:00:00,2024-12-03,37.16,987465.6324350568,300005.63243505696,18500,0,0
2024-12-04 11:30:00,2024-12-04,38.52973634204275,1012805.7547628479,300005.63243505696,18500,0,0
2024-12-04 15:00:00,2024-12-04,38.89,1019470.632435057,300005.63243505696,18500,0,0
2024-12-05 11:30:00,2024-12-05,38.85854961832061,1018888.8003739882,300005.63243505696,18500,0,0
2024-12-05 15:00:00,2024-12-05,38.72,1016325.632435057,300005.63243505696,18500,0,0
2024-12-06 11:30:00,2024-12-06,38.97144307982994,1020977.3294119108,300005.63243505696,18500,0,0
2024-12-06 15:00:00,2024-12-06,39.11,1023540.632435057,300005.63243505696,18500,0,0
2024-12-09 11:30:00,2024-12-09,39.01982117647059,1021872.3241997629,300005.63243505696,18500,0,0
2024-12-09 15:00:00,2024-12-09,39.26,1026315.632435057,300005.63243505696,18500,0,0
2024-12-10 11:30:00,2024-12-10,39.25380818053596,1026201.0837749722,300005.63243505696,18500,0,0
2024-12-10 15:00:00,2024-12-10,39.3,1027055.632435057,300005.63243505696,18500,0,0
2024-12-11 11:30:00,2024-12-11,39.69128400184417,1034294.3864691741,300005.63243505696,18500,0,0
2024-12-11 15:00:00,2024-12-11,40.07,1041300.632435057,300005.63243505696,18500,0,0
2024-12-12 11:30:00,2024-12-12,39.83847367200186,1037017.3953670914,300005.63243505696,18500,0,0
2024-12-12 15:00:00,2024-12-12,39.82,1036675.632435057,300005.63243505696,18500,0,0
2024-12-13 11:30:00,2024-12-13,39.303814553990605,1027126.2016838832,300005.63243505696,18500,0,0
2024-12-13 15:00:00,2024-12-13,39.35,1027980.632435057,300005.63243505696,18500,0,0
2024-12-16 11:30:00,2024-12-16,40.121523590333716,1042253.8188562307,300005.63243505696,18500,0,0
2024-12-16 15:00:00,2024-12-16,40.14,1042595.632435057,300005.63243505696,18500,0,0
2024-12-17 11:30:00,2024-12-17,39.67857476635515,1034059.2656126271,300005.63243505696,18500,0,0
2024-12-17 15:00:00,2024-12-17,39.54,1031495.632435057,300005.63243505696,18500,0,0
2024-12-18 11:30:00,2024-12-18,39.89085926614027,1037986.5288586519,300005.63243505696,18500,0,0
2024-12-18 15:00:00,2024-12-18,39.78,1035935.632435057,300005.63243505696,18500,0,0
2024-12-19 11:30:00,2024-12-19,39.47084721896268,1030216.3059858666,300005.63243505696,18500,0,0
2024-12-19 15:00:00,2024-12-19,39.36,1028165.632435057,300005.63243505696,18500,0,0
2024-12-20 11:30:00,2024-12-20,38.26390420899855,1007887.8603015301,300005.63243505696,18500,0,0
2024-12-20 15:00:00,2024-12-20,38.19,1006520.632435057,300005.63243505696,18500,0,0
2024-12-23 11:30:00,2024-12-23,38.85868836764002,1018891.3672363973,300005.63243505696,18500,0,0
2024-12-23 15:00:00,2024-12-23,38.6,1014105.632435057,300005.63243505696,18500,0,0
2024-12-24 11:30:00,2024-12-24,38.55076185912793,1013194.7268289237,300005.63243505696,18500,0,0
2024-12-24 15:00:00,2024-12-24,38.56,1013365.632435057,300005.63243505696,18500,0,0
2024-12-25 11:30:00,2024-12-25,39.79627972027972,1036236.8072602318,300005.63243505696,18500,0,0
2024-12-25 15:00:00,2024-12-25,39.63,1033160.632435057,300005.63243505696,18500,0,0
2024-12-26 11:30:00,2024-12-26,39.06780916211726,1022760.1019342262,300005.63243505696,18500,0,0
2024-12-26 15:00:00,2024-12-26,38.92,1020025.632435057,300005.63243505696,18500,0,0
2024-12-27 11:30:00,2024-12-27,38.868395354349374,1019070.9464905204,300005.63243505696,18500,0,0
2024-12-27 15:00:00,2024-12-27,38.97,1020950.632435057,300005.63243505696,18500,0,0
2024-12-30 11:30:00,2024-12-30,39.584665731650304,1032321.9484705876,300005.63243505696,18500,0,0
2024-12-30 15:00:00,2024-12-30,39.52,1031125.632435057,300005.63243505696,18500,0,0
2024-12-31 11:30:00,2024-12-31,40.262387304507826,1044859.7975684517,300005.63243505696,18500,0,0
2024-12-31 15:00:00,2024-12-31,40.17,1043150.632435057,300005.63243505696,18500,0,0
2025-01-02 11:30:00,2025-01-02,39.783371683493776,1035998.0085796919,300005.63243505696,18500,0,0
2025-01-02 15:00:00,2025-01-02,39.34,1027795.6324350571,300005.63243505696,18500,0,0
2025-01-03 11:30:00,2025-01-03,39.01702876158783,1021820.6645244318,300005.63243505696,18500,0,0
2025-01-03 15:00:00,2025-01-03,38.86,1018915.632435057,300005.63243505696,18500,0,0
2025-01-06 11:30:00,2025-01-06,38.740081320258305,1016697.1368598356,300005.63243505696,18500,0,0
2025-01-06 15:00:00,2025-01-06,38.62,1014475.632435057,300005.63243505696,18500,0,0
2025-01-07 11:30:00,2025-01-07,37.914569343065686,1001425.1652817721,300005.63243505696,18500,0,0
2025-01-07 15:00:00,2025-01-07,37.97,1002450.632435057,300005.63243505696,18500,0,0
2025-01-08 11:30:00,2025-01-08,37.52908023483366,994293.6167794797,300005.63243505696,18500,0,0
2025-01-08 15:00:00,2025-01-08,37.76,998565.632435057,300005.63243505696,18500,0,0
2025-01-09 11:30:00,2025-01-09,36.974892595400554,984041.1454499672,300005.63243505696,18500,0,0
2025-01-09 15:00:00,2025-01-09,36.55,976180.632435057,300005.63243505696,18500,0,0
2025-01-10 11:30:00,2025-01-10,36.43015824400204,973963.5599490947,300005.63243505696,18500,0,0
2025-01-10 15:00:00,2025-01-10,36.19,969520.632435057,300005.63243505696,18500,0,0
2025-01-13 11:30:00,2025-01-13,36.105538698894314,967958.0983646017,300005.63243505696,18500,0,0
2025-01-13 15:00:00,2025-01-13,35.93,964710.632435057,300005.63243505696,18500,0,0
2025-01-14 11:30:00,2025-01-14,36.02441505595117,966457.3109701535,300005.63243505696,18500,0,0
2025-01-14 15:00:00,2025-01-14,36.32,971925.632435057,300005.63243505696,18500,0,0
2025-01-15 11:30:00,2025-01-15,36.22,970075.632435057,300005.63243505696,18500,0,0
2025-01-15 15:00:00,2025-01-15,36.22,970075.632435057,300005.63243505696,18500,0,0
2025-01-16 11:30:00,2025-01-16,36.37442317380353,972932.4611504222,300005.63243505696,18500,0,0
2025-01-16 15:00:00,2025-01-16,36.67,978400.632435057,300005.63243505696,18500,0,0
2025-01-17 11:30:00,2025-01-17,36.525337036101995,975724.3676029439,300005.63243505696,18500,0,0
2025-01-17 15:00:00,2025-01-17,36.59,976920.6324350571,300005.63243505696,18500,0,0
2025-01-20 11:30:00,2025-01-20,36.214971605575634,969982.6071382063,300005.63243505696,18500,0,0
2025-01-20 15:00:00,2025-01-20,35.79,962120.632435057,300005.63243505696,18500,0,0
2025-01-21 11:30:00,2025-01-21,35.4016226118817,954935.6507548684,300005.63243505696,18500,0,0
2025-01-21 15:00:00,2025-01-21,35.3,953055.632435057,300005.63243505696,18500,0,0
2025-01-22 11:30:00,2025-01-22,35.09761354686269,949311.4830520167,300005.63243505696,18500,0,0
2025-01-22 15:00:00,2025-01-22,35.19,951020.632435057,300005.63243505696,18500,0,0
2025-01-23 11:30:00,2025-01-23,35.544660244727936,957581.8469625238,300005.63243505696,18500,0,0
2025-01-23 15:00:00,2025-01-23,35.48,956385.632435057,300005.63243505696,18500,0,0
2025-01-24 11:30:00,2025-01-24,36.32169907881269,971957.0653930918,300005.63243505696,18500,0,0
2025-01-24 15:00:00,2025-01-24,36.1,967855.632435057,300005.63243505696,18500,0,0
2025-01-27 11:30:00,2025-01-27,36.866862499999996,982042.5886850569,300005.63243505696,18500,0,0
2025-01-27 15:00:00,2025-01-27,36.95,983580.632435057,300005.63243505696,18500,0,0
2025-02-05 11:30:00,2025-02-05,35.74914992272025,961364.9060053816,300005.63243505696,18500,0,0
2025-02-05 15:00:00,2025-02-05,35.86,963415.632435057,300005.63243505696,18500,0,0
2025-02-06 11:30:00,2025-02-06,35.68440051347881,960167.041934415,300005.63243505696,18500,0,0
2025-02-06 15:00:00,2025-02-06,35.98,965635.632435057,300005.63243505696,18500,0,0
2025-02-07 11:30:00,2025-02-07,35.865327847775774,963514.1976189088,300005.63243505696,18500,0,0
2025-02-07 15:00:00,2025-02-07,35.93,964710.632435057,300005.63243505696,18500,0,0
2025-02-10 11:30:00,2025-02-10,35.74238144597045,961239.6891855103,300005.63243505696,18500,0,0
2025-02-10 15:00:00,2025-02-10,35.65,959530.632435057,300005.63243505696,18500,0,0
2025-02-11 11:30:00,2025-02-11,35.582287937743196,958277.959283306,300005.63243505696,18500,0,0
2025-02-11 15:00:00,2025-02-11,35.61,958790.632435057,300005.63243505696,18500,0,0
2025-02-12 11:30:00,2025-02-12,35.365431711146,954266.119091258,300005.63243505696,18500,0,0
2025-02-12 15:00:00,2025-02-12,35.31,953240.632435057,300005.63243505696,18500,0,0
2025-02-13 11:30:00,2025-02-13,35.227709262660724,951718.2537942803,300005.63243505696,18500,0,0
2025-02-13 15:00:00,2025-02-13,35.2,951205.632435057,300005.63243505696,18500,0,0
2025-02-14 11:30:00,2025-02-14,35.13686860739575,950037.7016718783,300005.63243505696,18500,0,0
2025-02-14 15:00:00,2025-02-14,35.22,951575.632435057,300005.63243505696,18500,0,0
2025-02-17 11:30:00,2025-02-17,34.37533261802575,935949.2858685334,300005.63243505696,18500,0,0
2025-02-17 15:00:00,2025-02-17,34.44,937145.632435057,300005.63243505696,18500,0,0
2025-02-18 11:30:00,2025-02-18,34.16180278612401,931998.9839783511,300005.63243505696,18500,0,0
2025-02-18 15:00:00,2025-02-18,33.82,925675.632435057,300005.63243505696,18500,0,0
2025-02-19 11:30:00,2025-02-19,33.36847645429363,917322.446839489,300005.63243505696,18500,0,0
2025-02-19 15:00:00,2025-02-19,33.35,916980.632435057,300005.63243505696,18500,0,0
2025-02-20 11:30:00,2025-02-20,33.37609776304888,917463.4410514613,300005.63243505696,18500,0,0
2025-02-20 15:00:00,2025-02-20,33.45,918830.632435057,300005.63243505696,18500,0,0
2025-02-21 11:30:00,2025-02-21,33.07718485019785,911933.5521637172,300005.63243505696,18500,0,0
2025-02-21 15:00:00,2025-02-21,32.68,904585.632435057,300005.63243505696,18500,0,0
2025-02-24 11:30:00,2025-02-24,33.094656040268454,912256.7691800233,300005.63243505696,18500,0,0
2025-02-24 15:00:00,2025-02-24,33.03,911060.632435057,300005.63243505696,18500,0,0
2025-02-25 11:30:00,2025-02-25,33.20557114790906,914308.6986713746,300005.63243505696,18500,0,0
2025-02-25 15:00:00,2025-02-25,32.91,908840.6324350568,300005.63243505696,18500,0,0
2025-02-26 11:30:00,2025-02-26,32.74686268992684,905822.5921987036,300005.63243505696,18500,0,0
2025-02-26 15:00:00,2025-02-26,32.83,907360.632435057,300005.63243505696,18500,0,0
2025-02-27 11:30:00,2025-02-27,32.595008393956356,903013.2877232495,300005.63243505696,18500,0,0
2025-02-27 15:00:00,2025-02-27,33.02,910875.632435057,300005.63243505696,18500,0,0
2025-02-28 11:30:00,2025-02-28,32.8885754583921,908444.2784153108,300005.63243505696,18500,0,0
2025-02-28 15:00:00,2025-02-28,32.75,905880.632435057,300005.63243505696,18500,0,0
2025-03-03 11:30:00,2025-03-03,32.89466235227912,908556.8859522206,300005.63243505696,18500,0,0
2025-03-03 15:00:00,2025-03-03,32.83,907360.632435057,300005.63243505696,18500,0,0
2025-03-04 11:30:00,2025-03-04,32.73391230551626,905583.0100871078,300005.63243505696,18500,0,0
2025-03-04 15:00:00,2025-03-04,32.66,904215.6324350568,300005.63243505696,18500,0,0
2025-03-05 11:30:00,2025-03-05,32.92685138539043,909152.3830647799,300005.63243505696,18500,0,0
2025-03-05 15:00:00,2025-03-05,33.01,910690.632435057,300005.63243505696,18500,0,0
2025-03-06 11:30:00,2025-03-06,32.8261820231051,907289.9998625013,300005.63243505696,18500,0,0
2025-03-06 15:00:00,2025-03-06,32.78,906435.632435057,300005.63243505696,18500,0,0
2025-03-07 11:30:00,2025-03-07,33.27931178601282,915672.9004762941,300005.63243505696,18500,0,0
2025-03-07 15:00:00,2025-03-07,33.15,913280.632435057,300005.63243505696,18500,0,0
2025-03-10 11:30:00,2025-03-10,33.24837950138504,915100.6532106801,300005.63243505696,18500,0,0
2025-03-10 15:00:00,2025-03-10,33.35,916980.632435057,300005.63243505696,18500,0,0
2025-03-11 11:30:00,2025-03-11,33.446788361240735,918771.2171180105,300005.63243505696,18500,0,0
2025-03-11 15:00:00,2025-03-11,33.65,922530.632435057,300005.63243505696,18500,0,0
2025-03-12 11:30:00,2025-03-12,33.20847481213471,914362.4164595491,300005.63243505696,18500,0,0
2025-03-12 15:00:00,2025-03-12,33.19,914020.632435057,300005.63243505696,18500,0,0
2025-03-13 11:30:00,2025-03-13,34.51855454056959,938598.8914355944,300005.63243505696,18500,0,0
2025-03-13 15:00:00,2025-03-13,34.38,936035.632435057,300005.63243505696,18500,0,0
2025-03-14 11:30:00,2025-03-14,34.43238633306431,937004.7795967467,300005.63243505696,18500,0,0
2025-03-14 15:00:00,2025-03-14,34.34,935295.6324350571,300005.63243505696,18500,0,0
2025-03-17 11:30:00,2025-03-17,34.21923845530651,933061.5438582274,300005.63243505696,18500,0,0
2025-03-17 15:00:00,2025-03-17,34.21,932890.632435057,300005.63243505696,18500,0,0
2025-03-18 11:30:00,2025-03-18,33.990839694656486,928836.166786202,300005.63243505696,18500,0,0
2025-03-18 15:00:00,2025-03-18,33.88,926785.632435057,300005.63243505696,18500,0,0
2025-03-19 11:30:00,2025-03-19,34.03702290076336,929690.5560991792,300005.63243505696,18500,0,0
2025-03-19 15:00:00,2025-03-19,33.88,926785.632435057,300005.63243505696,18500,0,0
2025-03-20 11:30:00,2025-03-20,34.02390476190476,929447.8705302951,300005.63243505696,18500,0,0
2025-03-20 15:00:00,2025-03-20,33.95,928080.632435057,300005.63243505696,18500,0,0
2025-03-21 11:30:00,2025-03-21,34.024000546149644,929449.6425388254,300005.63243505696,18500,0,0
2025-03-21 15:00:00,2025-03-21,33.83,925860.632435057,300005.63243505696,18500,0,0
2025-03-24 11:30:00,2025-03-24,34.42856411637932,936934.0685880744,300005.63243505696,18500,0,0
2025-03-24 15:00:00,2025-03-24,34.29,934370.632435057,300005.63243505696,18500,0,0
2025-03-25 11:30:00,2025-03-25,35.10092715231788,949372.7847529377,300005.63243505696,18500,0,0
2025-03-25 15:00:00,2025-03-25,34.87,945100.632435057,300005.63243505696,18500,0,0
2025-03-26 11:30:00,2025-03-26,35.065337891138576,948714.3834211206,300005.63243505696,18500,0,0
2025-03-26 15:00:00,2025-03-26,35.13,949910.632435057,300005.63243505696,18500,0,0
2025-03-27 11:30:00,2025-03-27,35.08,948985.632435057,300005.63243505696,18500,0,0
2025-03-27 15:00:00,2025-03-27,35.08,948985.632435057,300005.63243505696,18500,0,0
2025-03-28 11:30:00,2025-03-28,34.79294210943696,943675.0614596406,300005.63243505696,18500,0,0
2025-03-28 15:00:00,2025-03-28,34.95,946580.632435057,300005.63243505696,18500,0,0
2025-03-31 11:30:00,2025-03-31,35.28218252933507,952726.0092277557,300005.63243505696,18500,0,0
2025-03-31 15:00:00,2025-03-31,35.43,955460.632435057,300005.63243505696,18500,0,0
2025-04-01 11:30:00,2025-04-01,35.59839586028461,958575.9558503223,300005.63243505696,18500,0,0
2025-04-01 15:00:00,2025-04-01,35.7,960455.632435057,300005.63243505696,18500,0,0
2025-04-02 11:30:00,2025-04-02,35.589159120310484,958405.0761608009,300005.63243505696,18500,0,0
2025-04-02 15:00:00,2025-04-02,35.7,960455.632435057,300005.63243505696,18500,0,0
2025-04-03 11:30:00,2025-04-03,35.97152464065708,965478.8382872129,300005.63243505696,18500,0,0
2025-04-03 15:00:00,2025-04-03,35.99,965820.632435057,300005.63243505696,18500,0,0
2025-04-07 11:30:00,2025-04-07,34.95183717193358,946614.6201158282,300005.63243505696,18500,0,0
2025-04-07 15:00:00,2025-04-07,34.49,938070.632435057,300005.63243505696,18500,0,0
2025-04-08 11:30:00,2025-04-08,35.515709545686576,957046.2590302586,300005.63243505696,18500,0,0
2025-04-08 15:00:00,2025-04-08,36.19,969520.632435057,300005.63243505696,18500,0,0
2025-04-09 11:30:00,2025-04-09,36.10822351748607,968007.7675085492,300005.63243505696,18500,0,0
2025-04-09 15:00:00,2025-04-09,36.45,974330.632435057,300005.63243505696,18500,0,0
2025-04-10 11:30:00,2025-04-10,35.899902539112595,964153.8294086399,300005.63243505696,18500,0,0
2025-04-10 15:00:00,2025-04-10,36.02,966375.632435057,300005.63243505696,18500,0,0
2025-04-11 11:30:00,2025-04-11,35.17542346133613,950750.9664697754,300005.63243505696,18500,0,0
2025-04-11 15:00:00,2025-04-11,35.12,949725.632435057,300005.63243505696,18500,0,0
2025-04-14 11:30:00,2025-04-14,35.281227979274604,952708.3500516372,300005.63243505696,18500,0,0
2025-04-14 15:00:00,2025-04-14,35.66,959715.6324350568,300005.63243505696,18500,0,0
2025-04-15 11:30:00,2025-04-15,35.59533160621761,958519.2671500829,300005.63243505696,18500,0,0
2025-04-15 15:00:00,2025-04-15,35.66,959715.6324350568,300005.63243505696,18500,0,0
2025-04-16 11:30:00,2025-04-16,35.83110745058287,962881.12027084,300005.63243505696,18500,0,0
2025-04-16 15:00:00,2025-04-16,36.45,974330.632435057,300005.63243505696,18500,0,0
2025-04-17 11:30:00,2025-04-17,36.04055244399185,966755.8526489062,300005.63243505696,18500,0,0
2025-04-17 15:00:00,2025-04-17,36.29,971370.632435057,300005.63243505696,18500,0,0
2025-04-18 11:30:00,2025-04-18,36.025255102040816,966472.8518228121,300005.63243505696,18500,0,0
2025-04-18 15:00:00,2025-04-18,36.21,969890.632435057,300005.63243505696,18500,0,0
2025-04-21 11:30:00,2025-04-21,35.90381551901336,964226.219536804,300005.63243505696,18500,0,0
2025-04-21 15:00:00,2025-04-21,35.95,965080.632435057,300005.63243505696,18500,0,0
2025-04-22 11:30:00,2025-04-22,35.75465579710145,961466.7646814338,300005.63243505696,18500,0,0
2025-04-22 15:00:00,2025-04-22,35.69,960270.632435057,300005.63243505696,18500,0,0
2025-04-23 11:30:00,2025-04-23,35.581525687597306,958263.8576556072,300005.63243505696,18500,0,0
