date,portfolio_value,daily_returns,cumulative_returns,running_max,drawdown
2022-10-10,100000.0,0.0,1.0,100000.0,0.0
2022-10-11,100000.0,0.0,1.0,100000.0,0.0
2022-10-12,100000.0,0.0,1.0,100000.0,0.0
2022-10-13,100000.0,0.0,1.0,100000.0,0.0
2022-10-14,100000.0,0.0,1.0,100000.0,0.0
2022-10-17,100000.0,0.0,1.0,100000.0,0.0
2022-10-18,100000.0,0.0,1.0,100000.0,0.0
2022-10-19,100000.0,0.0,1.0,100000.0,0.0
2022-10-20,100000.0,0.0,1.0,100000.0,0.0
2022-10-21,99985.0,-0.00015,0.99985,100000.0,-0.00015
2022-10-24,96764.02157898356,-0.03221461640262469,0.9676402157898356,100000.0,-0.03235978421016436
2022-10-25,94672.69924439646,-0.021612602498957356,0.9467269924439645,100000.0,-0.053273007556035444
2022-10-26,98554.45565411448,0.04100185629753006,0.9855445565411448,100000.0,-0.014455443458855152
2022-10-27,98554.45565411448,0.0,0.9855445565411448,100000.0,-0.014455443458855152
2022-10-28,98554.45565411448,0.0,0.9855445565411448,100000.0,-0.014455443458855152
2022-10-31,98549.45565411448,-5.073337341081705e-05,0.9854945565411448,100000.0,-0.014505443458855152
2022-11-01,101642.59144504652,0.03138663496821548,1.0164259144504653,101642.59144504652,0.0
2022-11-02,102817.60614448339,0.01156025916627823,1.0281760614448339,102817.60614448339,0.0
2022-11-03,103081.43692658495,0.002566007826819261,1.0308143692658496,103081.43692658495,0.0
2022-11-04,102940.4804116716,-0.0013674286963398993,1.0294048041167159,103081.43692658495,-0.0013674286963398247
2022-11-07,102981.69231975162,0.00040034695695220573,1.029816923197516,103081.43692658495,-0.000967629185304974
2022-11-08,102045.69193048672,-0.009088997939154778,1.0204569193048671,103081.43692658495,-0.010047832344788675
2022-11-09,101196.93045881746,-0.00831746500623887,1.0119693045881746,103081.43692658495,-0.018281724857111277
2022-11-10,100469.5266991701,-0.007188002208657673,1.004695266991701,103081.43692658495,-0.025338317987117893
2022-11-11,104523.76279581651,0.040352893358259354,1.045237627958165,104523.76279581651,0.0
2022-11-14,106199.3141705941,0.016030339225834248,1.061993141705941,106199.3141705941,0.0
2022-11-15,107407.42126219827,0.011375846454747514,1.0740742126219827,107407.42126219827,0.0
2022-11-16,106723.52252136717,-0.006367332282949104,1.0672352252136716,107407.42126219827,-0.006367332282949091
2022-11-17,105821.73285834602,-0.008449774161461024,1.0582173285834602,107407.42126219827,-0.014763303924608171
2022-11-18,105394.73061294107,-0.004035109177209696,1.0539473061294107,107407.42126219827,-0.018738841558665762
2022-11-21,104126.86044781735,-0.01202973011791194,1.0412686044781736,107407.42126219827,-0.030543148469904715
2022-11-22,105100.89137816349,0.009354271569863265,1.051008913781635,107407.42126219827,-0.02147458580542757
2022-11-23,105120.50047315512,0.00018657401221344684,1.051205004731551,107407.42126219827,-0.02129201839284854
2022-11-24,105120.50047315512,0.0,1.051205004731551,107407.42126219827,-0.02129201839284854
2022-11-25,105115.50047315512,-4.756446152267761e-05,1.0511550047315512,107407.42126219827,-0.02133857011098163
2022-11-28,104684.18658383793,-0.004103237746818597,1.0468418658383793,107407.42126219827,-0.02535425063145778
2022-11-29,108953.93267122995,0.040786925195932265,1.0895393267122995,108953.93267122995,0.0
2022-11-30,108889.97500057195,-0.0005870157147148419,1.0888997500057196,108953.93267122995,-0.0005870157147148654
2022-12-01,109216.52980535997,0.002998942784092818,1.0921652980535996,109216.52980535997,0.0
2022-12-02,108213.97121093937,-0.009179549983938329,1.0821397121093936,109216.52980535997,-0.009179549983938363
2022-12-05,110485.25393855819,0.02098881227814342,1.104852539385582,110485.25393855819,0.0
2022-12-06,111378.54393677533,0.008085151333533524,1.1137854393677533,111378.54393677533,0.0
2022-12-07,111353.63953150043,-0.00022360146213648013,1.1135363953150044,111378.54393677533,-0.00022360146213647053
2022-12-08,111774.8946469711,0.003783038589874632,1.117748946469711,111774.8946469711,0.0
2022-12-09,114131.26728985223,0.021081412336137653,1.1413126728985223,114131.26728985223,0.0
2022-12-12,111597.82090571345,-0.022197654019776508,1.1159782090571344,114131.26728985223,-0.02219765401977652
2022-12-13,111893.62585133153,0.002650633706082749,1.1189362585133154,114131.26728985223,-0.01960585816363452
2022-12-14,112250.92497984598,0.0031932035966836616,1.12250924979846,114131.26728985223,-0.016475260063755003
2022-12-15,112595.96124827994,0.003073794434174351,1.1259596124827995,114131.26728985223,-0.013452107192266282
2022-12-16,112931.99986099062,0.002984464176025769,1.1293199986099063,114131.26728985223,-0.010507790348247902
2022-12-19,111666.82591519442,-0.011202971233605266,1.1166682591519441,114131.26728985223,-0.021593043108853027
2022-12-20,108456.38264963188,-0.028750197198232574,1.0845638264963189,114131.26728985223,-0.049722436059596094
2022-12-21,109109.65516870862,0.0060233662889821946,1.091096551687086,114131.26728985223,-0.043998566215781416
2022-12-22,110803.21477955341,0.015521629210780303,1.1080321477955342,114131.26728985223,-0.02915986643560844
2022-12-23,110803.21477955341,0.0,1.1080321477955342,114131.26728985223,-0.02915986643560844
2022-12-26,110803.21477955341,0.0,1.1080321477955342,114131.26728985223,-0.02915986643560844
2022-12-27,110803.21477955341,0.0,1.1080321477955342,114131.26728985223,-0.02915986643560844
2022-12-28,110788.21477955341,-0.00013537513356307385,1.107882147795534,114131.26728985223,-0.029291294048358115
2022-12-29,110410.55052530281,-0.003408884735637907,1.1041055052530282,114131.26728985223,-0.03260032813882756
2022-12-30,111074.87221359645,0.006016831590214672,1.1107487221359644,114131.26728985223,-0.026779647232809914
2023-01-03,111772.2813277684,0.0062787298357709674,1.117722813277684,114131.26728985223,-0.020669059567111018
2023-01-04,113731.11433260905,0.01752521270543306,1.1373111433260905,114131.26728985223,-0.003506076527012807
2023-01-05,114820.98193220446,0.009582844641863444,1.1482098193220447,114820.98193220446,0.0
2023-01-06,115105.95455881933,0.0024818863401039216,1.1510595455881933,115105.95455881933,0.0
2023-01-09,115822.62374087096,0.006226169487047698,1.1582262374087096,115822.62374087096,0.0
2023-01-10,115553.60682836812,-0.002322662911735607,1.1555360682836813,115822.62374087096,-0.002322662911735644
2023-01-11,115946.45716761351,0.0033997237302068385,1.1594645716761351,115946.45716761351,0.0
2023-01-12,116095.14942367328,0.0012824217288918138,1.160951494236733,116095.14942367328,0.0
2023-01-13,117971.03349988029,0.016158160659763856,1.179710334998803,117971.03349988029,0.0
2023-01-16,118884.725921524,0.00774505736312493,1.1888472592152401,118884.725921524,0.0
2023-01-17,117971.66523271875,-0.007680218646489317,1.1797166523271874,118884.725921524,-0.007680218646489288
2023-01-18,117860.48650016401,-0.0009424189472566501,1.17860486500164,118884.725921524,-0.008615399610174422
2023-01-19,118534.46364061533,0.005718431685333061,1.1853446364061533,118884.725921524,-0.0029462344989539184
2023-01-20,118907.4403581478,0.003146567724499843,1.189074403581478,118907.4403581478,0.0
2023-01-30,120602.40478131193,0.014254485825772769,1.2060240478131192,120602.40478131193,0.0
2023-01-31,118771.63102127083,-0.015180242577756431,1.1877163102127084,120602.40478131193,-0.015180242577756464
2023-02-01,120205.65683903628,0.01207380757033328,1.2020565683903628,120602.40478131193,-0.0032897183351780286
2023-02-02,119735.03855389761,-0.0039151093011276636,1.1973503855389762,120602.40478131193,-0.007191948029453532
2023-02-03,117439.21367421502,-0.01917421088605698,1.1743921367421502,120602.40478131193,-0.02622825898731219
2023-02-06,114855.10315736478,-0.02200381317281937,1.1485510315736478,120602.40478131193,-0.04765495044952641
2023-02-07,114339.12859266366,-0.004492395640393715,1.1433912859266366,120602.40478131193,-0.051933261198277486
2023-02-08,113018.39150567143,-0.011551050836650948,1.1301839150567143,120602.40478131193,-0.06288442829471408
2023-02-09,114070.14677847523,0.009306054163326305,1.1407014677847522,120602.40478131193,-0.05416358002712817
2023-02-10,114060.14677847523,-8.766535576937626e-05,1.1406014677847522,120602.40478131193,-0.05424649711338473
2023-02-13,117571.30635466946,0.03078340397907353,1.1757130635466946,120602.40478131193,-0.02513298496940213
2023-02-14,117886.71531894148,0.0026827035783760726,1.1788671531894148,120602.40478131193,-0.022517705739738745
2023-02-15,117573.29377154597,-0.002658667234450894,1.1757329377154597,120602.40478131193,-0.025116505887744403
2023-02-16,117347.49718811033,-0.0019204751027422085,1.1734749718811033,120602.40478131193,-0.026988745366261273
2023-02-17,116468.80822080624,-0.007487922523780194,1.1646880822080623,120602.40478131193,-0.034274578255724886
2023-02-20,119106.90592183157,0.02265067996595216,1.1910690592183157,120602.40478131193,-0.012400240792811245
2023-02-21,118177.42498721856,-0.007803753505468608,1.1817742498721857,120602.40478131193,-0.02010722587572424
2023-02-22,116605.89503519208,-0.013298055463608668,1.1660589503519208,120602.40478131193,-0.03313789433441819
2023-02-23,116300.17022145122,-0.0026218641317283845,1.1630017022145123,120602.40478131193,-0.0356728754095902
2023-02-24,115158.42616189928,-0.009817217441538625,1.1515842616189929,120602.40478131193,-0.04513988447646798
2023-02-27,114332.40037709552,-0.0071729513187551025,1.143324003770955,120602.40478131193,-0.051989049601339155
2023-02-28,114861.97640215654,0.004631898073637486,1.1486197640215654,120602.40478131193,-0.047597959506400354
2023-03-01,117834.07671810027,0.025875406370666813,1.1783407671810027,120602.40478131193,-0.022954169680376228
2023-03-02,117834.07671810027,0.0,1.1783407671810027,120602.40478131193,-0.022954169680376228
2023-03-03,117824.07671810027,-8.486509402473995e-05,1.1782407671810027,120602.40478131193,-0.023037086766632783
2023-03-06,116239.11153479536,-0.013451963532861055,1.1623911153479536,120602.40478131193,-0.036179156248405786
2023-03-07,115754.37847536185,-0.004170137340463156,1.1575437847536185,120602.40478131193,-0.040198421538450976
2023-03-08,114762.72213625572,-0.008566901331660704,1.1476272213625571,120602.40478131193,-0.04842094695910327
2023-03-09,114356.7260147504,-0.0035377003433508677,1.143567260147504,120602.40478131193,-0.0517873485017716
2023-03-10,114356.7260147504,0.0,1.143567260147504,120602.40478131193,-0.0517873485017716
2023-03-13,114356.7260147504,0.0,1.143567260147504,120602.40478131193,-0.0517873485017716
2023-03-14,114356.7260147504,0.0,1.143567260147504,120602.40478131193,-0.0517873485017716
2023-03-15,114356.7260147504,0.0,1.143567260147504,120602.40478131193,-0.0517873485017716
2023-03-16,114356.7260147504,0.0,1.143567260147504,120602.40478131193,-0.0517873485017716
